Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_line	cell_type	source_name	Consent	DATASTORE_provider	LibrarySource	Organism	drug	library_construction
RNA-Seq		199	PRJNA380418	SAMN06642669		sra	SRX2675303	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV6	2017-03-27	6482	3147	ILLUMINA	2017-03-27	SRR5380073	SRS2074404	SRP102524	H_VBV6	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		199	PRJNA380418	SAMN06642668		sra	SRX2675304	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV2	2017-03-27	7479	3966	ILLUMINA	2017-03-27	SRR5380075	SRS2074405	SRP102524	H_VBV2	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642667		sra	SRX2675305	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV21	2017-03-27	6631	3262	ILLUMINA	2017-03-27	SRR5380076	SRS2074406	SRP102524	H_VBV21	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642666		sra	SRX2675306	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV17	2017-03-27	6914	3700	ILLUMINA	2017-03-27	SRR5380077	SRS2074407	SRP102524	H_VBV17	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		199	PRJNA380418	SAMN06642665		sra	SRX2675307	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV13	2017-03-27	5736	2796	ILLUMINA	2017-03-27	SRR5380078	SRS2074408	SRP102524	H_VBV13	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642664		sra	SRX2675308	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV9	2017-03-27	6272	3329	ILLUMINA	2017-03-27	SRR5380079	SRS2074409	SRP102524	H_VBV9	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		198	PRJNA380418	SAMN06642663		sra	SRX2675309	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV5	2017-03-27	7130	3533	ILLUMINA	2017-03-27	SRR5380080	SRS2074410	SRP102524	H_VBV5	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		199	PRJNA380418	SAMN06642662		sra	SRX2675310	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV1	2017-03-27	7006	3766	ILLUMINA	2017-03-27	SRR5380081	SRS2074411	SRP102524	H_VBV1	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA397388	SAMN07455373	GEO	sra	SRX3066593	0	Illumina HiSeq 2000	PAIRED	cDNA		2017-08-07	13954	9784	ILLUMINA	2018-01-02	SRR5905033	SRS2411435	SRP114936	GSM2734297	LNCaP		LNCaP cell line_absence of androgen	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA397388	SAMN07455375	GEO	sra	SRX3066591	0	Illumina HiSeq 2000	PAIRED	cDNA		2017-08-07	14535	10193	ILLUMINA	2018-01-02	SRR5905031	SRS2411436	SRP114936	GSM2734295	LNCaP		LNCaP cell line_presence of androgen	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA397388	SAMN07455374	GEO	sra	SRX3066592	0	Illumina HiSeq 2000	PAIRED	cDNA		2017-08-07	15564	11013	ILLUMINA	2018-01-02	SRR5905032	SRS2411437	SRP114936	GSM2734296	LNCaP		LNCaP cell line_absence of androgen	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA397388	SAMN07455376	GEO	sra	SRX3066590	0	Illumina HiSeq 2000	PAIRED	cDNA		2017-08-07	12438	8801	ILLUMINA	2018-01-02	SRR5905030	SRS2411438	SRP114936	GSM2734294	LNCaP		LNCaP cell line_presence of androgen	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		250	PRJNA434757	SAMN08570045	GEO	sra	SRX3729417	0	Illumina HiSeq 2000	PAIRED	cDNA		2018-02-20	12349	6556	ILLUMINA	2018-02-22	SRR6756820	SRS2986645	SRP133187	GSM3018523	LNCAP	prostate cancer	LNCAP	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA434757	SAMN08570044	GEO	sra	SRX3729418	0	Illumina HiSeq 2000	PAIRED	cDNA		2018-02-20	10005	6850	ILLUMINA	2018-02-22	SRR6756821	SRS2986646	SRP133187	GSM3018524	LNCAP	prostate cancer	LNCAP	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		250	PRJNA434757	SAMN08570043	GEO	sra	SRX3729419	0	Illumina HiSeq 2000	PAIRED	cDNA		2018-02-20	12637	6694	ILLUMINA	2018-02-22	SRR6756822	SRS2986647	SRP133187	GSM3018525	LNCAP	prostate cancer	LNCAP	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA434757	SAMN08570042	GEO	sra	SRX3729420	0	Illumina HiSeq 2000	PAIRED	cDNA		2018-02-20	11635	7949	ILLUMINA	2018-02-22	SRR6756823	SRS2986650	SRP133187	GSM3018526	LNCAP	prostate cancer	LNCAP	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
