Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_line	dev_stage	donor_ID	health_state	lab	sample_type	sex	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		200	PRJNA30709	SAMN05897535	GEO	public	sra	SRX2244526	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	7239	4026	ILLUMINA	2016-11-14	SRR4422239	SRS1745221	SRP013565	ENCODE biosample ENCBS759JIC	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896822	GEO	public	sra	SRX2244534	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3970	2803	ILLUMINA	2016-11-14	SRR4422249	SRS1745228	SRP013565	ENCODE biosample ENCBS058MBJ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897287	GEO	public	sra	SRX2244537	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4176	2721	ILLUMINA	2016-11-14	SRR4422252	SRS1745232	SRP013565	ENCODE biosample ENCBS534VZR	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897776	GEO	public	sra	SRX2244548	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4935	3458	ILLUMINA	2016-11-14	SRR4422263	SRS1745242	SRP013565	ENCODE biosample ENCBS990XUV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897524	GEO	public	sra	SRX2244553	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	9443	5439	ILLUMINA	2016-11-14	SRR4422268	SRS1745245	SRP013565	ENCODE biosample ENCBS748FCA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897351	GEO	public	sra	SRX2244555	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3039	2116	ILLUMINA	2016-11-14	SRR4422270	SRS1745247	SRP013565	ENCODE biosample ENCBS595QXS	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897142	GEO	public	sra	SRX2244562	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4906	3447	ILLUMINA	2016-11-14	SRR4422278	SRS1745253	SRP013565	ENCODE biosample ENCBS388NGV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897000	GEO	public	sra	SRX2244564	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	6956	4163	ILLUMINA	2016-11-14	SRR4422280	SRS1745255	SRP013565	ENCODE biosample ENCBS226YIA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897017	GEO	public	sra	SRX2244569	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	8003	4498	ILLUMINA	2016-11-14	SRR4422285	SRS1745260	SRP013565	ENCODE biosample ENCBS250CMV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897327	GEO	public	sra	SRX2244574	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	8246	4614	ILLUMINA	2016-11-14	SRR4422290	SRS1745264	SRP013565	ENCODE biosample ENCBS572YNK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896759	GEO	public	sra	SRX2244575	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	8065	4520	ILLUMINA	2016-11-14	SRR4422291	SRS1745265	SRP013565	ENCODE biosample ENCBS007ZNT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897602	GEO	public	sra	SRX2244583	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	8071	5727	ILLUMINA	2016-11-14	SRR4422301	SRS1745269	SRP013565	ENCODE biosample ENCBS821KLW	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897424	GEO	public	sra	SRX2244592	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3193	2208	ILLUMINA	2016-11-14	SRR4422310	SRS1745277	SRP013565	ENCODE biosample ENCBS664VDB	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897044	GEO	public	sra	SRX2244593	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3061	2094	ILLUMINA	2016-11-14	SRR4422311	SRS1745278	SRP013565	ENCODE biosample ENCBS274WIM	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896771	GEO	public	sra	SRX2244595	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	6113	2785	ILLUMINA	2016-11-14	SRR4422313	SRS1745279	SRP013565	ENCODE biosample ENCBS018CRO	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897699	GEO	public	sra	SRX2244601	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	7175	4327	ILLUMINA	2016-11-14	SRR4422319	SRS1745286	SRP013565	ENCODE biosample ENCBS923TYZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897642	GEO	public	sra	SRX2244611	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	8791	5297	ILLUMINA	2016-11-14	SRR4422333	SRS1745294	SRP013565	ENCODE biosample ENCBS865HYV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897543	GEO	public	sra	SRX2244613	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	8711	4147	ILLUMINA	2016-11-14	SRR4422335	SRS1745296	SRP013565	ENCODE biosample ENCBS771FYB	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896938	GEO	public	sra	SRX2244631	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4487	3167	ILLUMINA	2016-11-14	SRR4422353	SRS1745309	SRP013565	ENCODE biosample ENCBS170ZQG	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897447	GEO	public	sra	SRX2244633	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	9294	5584	ILLUMINA	2016-11-14	SRR4422355	SRS1745311	SRP013565	ENCODE biosample ENCBS688QTO	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897503	GEO	public	sra	SRX2244643	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	8819	4604	ILLUMINA	2016-11-14	SRR4422365	SRS1745320	SRP013565	ENCODE biosample ENCBS731WEZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896908	GEO	public	sra	SRX2244661	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4470	3085	ILLUMINA	2016-11-14	SRR4422384	SRS1745326	SRP013565	ENCODE biosample ENCBS144YDQ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897198	GEO	public	sra	SRX2244664	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4204	2947	ILLUMINA	2016-11-14	SRR4422387	SRS1745329	SRP013565	ENCODE biosample ENCBS433WAM	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897315	GEO	public	sra	SRX2244672	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	10669	6371	ILLUMINA	2016-11-14	SRR4422399	SRS1745334	SRP013565	ENCODE biosample ENCBS559ZAU	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897278	GEO	public	sra	SRX2244673	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	8080	4791	ILLUMINA	2016-11-14	SRR4422400	SRS1745335	SRP013565	ENCODE biosample ENCBS519VAI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897508	GEO	public	sra	SRX2244681	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	5934	3398	ILLUMINA	2016-11-14	SRR4422408	SRS1745341	SRP013565	ENCODE biosample ENCBS736SUI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897561	GEO	public	sra	SRX2244683	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	9103	4966	ILLUMINA	2016-11-14	SRR4422410	SRS1745343	SRP013565	ENCODE biosample ENCBS783CHQ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		100	PRJNA30709	SAMN05896804	GEO	public	sra	SRX2244685	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	2164	1444	ILLUMINA	2016-11-14	SRR4422412	SRS1745345	SRP013565	ENCODE biosample ENCBS039FPC	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Eric Lécuyer, IRCM	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897035	GEO	public	sra	SRX2244690	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	7762	4365	ILLUMINA	2016-11-14	SRR4422417	SRS1745347	SRP013565	ENCODE biosample ENCBS268LPU	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897541	GEO	public	sra	SRX2244693	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3277	1971	ILLUMINA	2016-11-14	SRR4422420	SRS1745349	SRP013565	ENCODE biosample ENCBS769PCI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897501	GEO	public	sra	SRX2244700	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	2290	1564	ILLUMINA	2016-11-14	SRR4422427	SRS1745353	SRP013565	ENCODE biosample ENCBS731EBS	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897090	GEO	public	sra	SRX2244710	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4497	3135	ILLUMINA	2016-11-14	SRR4422437	SRS1745362	SRP013565	ENCODE biosample ENCBS326ULG	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897671	GEO	public	sra	SRX2244712	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3734	2508	ILLUMINA	2016-11-14	SRR4422439	SRS1745365	SRP013565	ENCODE biosample ENCBS891EMR	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897461	GEO	public	sra	SRX2244719	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4688	3324	ILLUMINA	2016-11-14	SRR4422446	SRS1745370	SRP013565	ENCODE biosample ENCBS698ZKR	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897283	GEO	public	sra	SRX2244727	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	2706	1810	ILLUMINA	2016-11-14	SRR4422454	SRS1745373	SRP013565	ENCODE biosample ENCBS530DUV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897072	GEO	public	sra	SRX2244734	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3163	2064	ILLUMINA	2016-11-14	SRR4422461	SRS1745379	SRP013565	ENCODE biosample ENCBS302IGJ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897209	GEO	public	sra	SRX2244736	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3617	2505	ILLUMINA	2016-11-14	SRR4422463	SRS1745381	SRP013565	ENCODE biosample ENCBS451AJS	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897709	GEO	public	sra	SRX2244738	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	11088	5238	ILLUMINA	2016-11-14	SRR4422465	SRS1745383	SRP013565	ENCODE biosample ENCBS934FPI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897008	GEO	public	sra	SRX2244744	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3142	2193	ILLUMINA	2016-11-14	SRR4422471	SRS1745389	SRP013565	ENCODE biosample ENCBS237RBH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897678	GEO	public	sra	SRX2244745	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4829	2249	ILLUMINA	2016-11-14	SRR4422473	SRS1745390	SRP013565	ENCODE biosample ENCBS897EVB	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897747	GEO	public	sra	SRX2244747	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3488	2416	ILLUMINA	2016-11-14	SRR4422475	SRS1745392	SRP013565	ENCODE biosample ENCBS973CSB	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897676	GEO	public	sra	SRX2244770	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4365	2719	ILLUMINA	2016-11-14	SRR4422498	SRS1745410	SRP013565	ENCODE biosample ENCBS896UGP	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897092	GEO	public	sra	SRX2244772	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	6162	3532	ILLUMINA	2016-11-14	SRR4422500	SRS1745412	SRP013565	ENCODE biosample ENCBS331OZE	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896935	GEO	public	sra	SRX2244785	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	9634	5522	ILLUMINA	2016-11-14	SRR4422515	SRS1745421	SRP013565	ENCODE biosample ENCBS166SNL	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897165	GEO	public	sra	SRX2244818	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	13023	8704	ILLUMINA	2016-11-14	SRR4422550	SRS1745441	SRP013565	ENCODE biosample ENCBS402TOW	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		100	PRJNA30709	SAMN05897168	GEO	public	sra	SRX2244705	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3728	2439	ILLUMINA	2016-11-14	SRR4422432	SRS1745358	SRP013565	ENCODE biosample ENCBS403VZZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Eric Lécuyer, IRCM	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896789	GEO	public	sra	SRX2244756	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4512	3093	ILLUMINA	2016-11-14	SRR4422484	SRS1745400	SRP013565	ENCODE biosample ENCBS023YVH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896779	GEO	public	sra	SRX2244760	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	2396	1637	ILLUMINA	2016-11-14	SRR4422488	SRS1745402	SRP013565	ENCODE biosample ENCBS020IUG	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897720	GEO	public	sra	SRX2244768	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	2995	2035	ILLUMINA	2016-11-14	SRR4422496	SRS1745408	SRP013565	ENCODE biosample ENCBS946SUX	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896851	GEO	public	sra	SRX2244792	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	6981	4419	ILLUMINA	2016-11-14	SRR4422522	SRS1745426	SRP013565	ENCODE biosample ENCBS086JQA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897436	GEO	public	sra	SRX2244796	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	8062	3894	ILLUMINA	2016-11-14	SRR4422526	SRS1745428	SRP013565	ENCODE biosample ENCBS675OVW	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897319	GEO	public	sra	SRX2244799	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	9261	5569	ILLUMINA	2016-11-14	SRR4422529	SRS1745430	SRP013565	ENCODE biosample ENCBS563BBS	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897728	GEO	public	sra	SRX2244801	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4205	2976	ILLUMINA	2016-11-14	SRR4422531	SRS1745431	SRP013565	ENCODE biosample ENCBS953YBZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897526	GEO	public	sra	SRX2244819	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3466	2155	ILLUMINA	2016-11-14	SRR4422551	SRS1745443	SRP013565	ENCODE biosample ENCBS750HYQ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897155	GEO	public	sra	SRX2244821	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	16596	10416	ILLUMINA	2016-11-14	SRR4422553	SRS1745448	SRP013565	ENCODE biosample ENCBS398SSI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897582	GEO	public	sra	SRX2244827	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-15	5690	3739	ILLUMINA	2016-11-14	SRR4422559	SRS1745449	SRP013565	ENCODE biosample ENCBS800ECG	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897464	GEO	public	sra	SRX2244829	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	5266	3351	ILLUMINA	2016-11-14	SRR4422561	SRS1745463	SRP013565	ENCODE biosample ENCBS701EZF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897386	GEO	public	sra	SRX2244833	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	5904	2707	ILLUMINA	2016-11-14	SRR4422566	SRS1745454	SRP013565	ENCODE biosample ENCBS628JQT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897744	GEO	public	sra	SRX2244837	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	8968	4705	ILLUMINA	2016-11-14	SRR4422570	SRS1745458	SRP013565	ENCODE biosample ENCBS969AZO	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897589	GEO	public	sra	SRX2244853	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	5191	3677	ILLUMINA	2016-11-14	SRR4422586	SRS1745469	SRP013565	ENCODE biosample ENCBS808ZQB	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896870	GEO	public	sra	SRX2244856	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3920	2707	ILLUMINA	2016-11-14	SRR4422590	SRS1745472	SRP013565	ENCODE biosample ENCBS111BRF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897519	GEO	public	sra	SRX2244863	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	9910	5925	ILLUMINA	2016-11-14	SRR4422597	SRS1745473	SRP013565	ENCODE biosample ENCBS745CIF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
