Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	g1k_pop_code	population	AssemblyName	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	LibrarySource	Organism	Strain	g1k_analysis_group
RNA-Seq	150	PRJEB3366	SAMEA1573252	University of Geneva	2012-11-06	ERX179509	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12761.1.M_120209_3 extract	2012-12-05	1845	1220	ILLUMINA	2012-12-05	ERR204839	ERS185347	ERP001942	GEUV:NA12761		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573339	University of Geneva	2012-11-06	ERX179510	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19119.1.M_120209_5 extract	2013-02-21	2209	1496	ILLUMINA	2013-02-21	ERR204994	ERS185063	ERP001942	GEUV:NA19119		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573235	University of Geneva	2012-11-06	ERX179511	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19129.1.M_120209_6 extract	2013-02-21	2986	2053	ILLUMINA	2013-02-21	ERR204828	ERS185435	ERP001942	GEUV:NA19129		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573162	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX179512	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20527.4.M_120208_2 extract	2013-02-23	3817	2630	ILLUMINA	2013-02-23	ERR204934	ERS185082	ERP001942	GEUV:NA20527		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573385	University of Geneva	2012-11-06	ERX179513	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19143.1.M_120209_4 extract	2013-02-21	2292	1548	ILLUMINA	2013-02-21	ERR204913	ERS185391	ERP001942	GEUV:NA19143		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573424	University of Geneva	2012-11-06	ERX179514	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00105.1.M_120209_7 extract	2012-12-05	3226	2207	ILLUMINA	2012-12-05	ERR204936	ERS185272	ERP001942	GEUV:HG00105		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573304	University of Geneva	2012-11-06	ERX179515	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00313.1.M_120209_2 extract	2012-12-05	2085	1432	ILLUMINA	2012-12-05	ERR204865	ERS185213	ERP001942	GEUV:HG00313		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573086	University of Geneva	2012-11-06	ERX179516	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11994.1.M_120209_3 extract	2012-12-05	2829	1863	ILLUMINA	2012-12-05	ERR204841	ERS185092	ERP001942	GEUV:NA11994		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573218	University of Geneva	2012-11-06	ERX179517	280	Illumina HiSeq 2000	PAIRED	cDNA	NA07037.1.M_120209_3 extract	2012-12-05	2310	1525	ILLUMINA	2012-12-05	ERR204990	ERS185431	ERP001942	GEUV:NA07037		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573229	University of Geneva	2012-11-06	ERX179518	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18910.1.M_120209_5 extract	2012-12-05	2543	1715	ILLUMINA	2012-12-05	ERR204877	ERS185199	ERP001942	GEUV:NA18910		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573501	University of Geneva	2012-11-06	ERX179519	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19138.1.M_120209_7 extract	2013-02-21	1789	1218	ILLUMINA	2013-02-21	ERR204837	ERS185152	ERP001942	GEUV:NA19138		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573209	University of Geneva	2012-11-06	ERX179520	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18502.1.M_120209_6 extract	2012-12-05	2069	1438	ILLUMINA	2012-12-05	ERR205019	ERS185294	ERP001942	GEUV:NA18502		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573470	Uppsala University	2012-11-06	ERX179521	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19095.6.M_120119_4 extract	2013-02-22	3821	2710	ILLUMINA	2013-02-22	ERR205009	ERS185037	ERP001942	GEUV:NA19095		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573475	University of Geneva	2012-11-06	ERX179522	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00138.1.M_120209_2 extract	2012-12-05	3937	2692	ILLUMINA	2012-12-05	ERR204884	ERS185179	ERP001942	GEUV:HG00138		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573316	University of Geneva	2012-11-06	ERX179523	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19206.1.M_120209_2 extract	2013-02-21	1881	1283	ILLUMINA	2013-02-21	ERR204959	ERS185305	ERP001942	GEUV:NA19206		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573409	University of Geneva	2012-11-06	ERX179524	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19222.1.M_120209_1 extract	2013-02-21	2582	1772	ILLUMINA	2013-02-21	ERR204970	ERS185375	ERP001942	GEUV:NA19222		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573470	Max Planck Institute for Molecular Genetics	2012-11-06	ERX179525	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19095.3.M_120202_1 extract	2013-02-22	2770	1910	ILLUMINA	2013-02-22	ERR204861	ERS185037	ERP001942	GEUV:NA19095		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573204	University of Geneva	2012-11-06	ERX179526	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12775.1.M_120209_4 extract	2012-12-05	2030	1359	ILLUMINA	2012-12-05	ERR204977	ERS185293	ERP001942	GEUV:NA12775		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573391	University of Geneva	2012-11-06	ERX179527	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00119.1.M_120209_3 extract	2012-12-05	2833	1887	ILLUMINA	2012-12-05	ERR204920	ERS185402	ERP001942	GEUV:HG00119		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573085	University of Geneva	2012-11-06	ERX179528	280	Illumina HiSeq 2000	PAIRED	cDNA	NA07051.1.M_120209_6 extract	2012-12-05	2108	1383	ILLUMINA	2012-12-05	ERR204958	ERS185266	ERP001942	GEUV:NA07051		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573491	University of Geneva	2012-11-06	ERX179529	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00183.1.M_120209_4 extract	2012-12-05	2069	1411	ILLUMINA	2012-12-05	ERR204827	ERS185277	ERP001942	GEUV:HG00183		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573427	University of Geneva	2012-11-06	ERX179530	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19189.1.M_120209_8 extract	2013-02-21	2757	1867	ILLUMINA	2013-02-21	ERR204904	ERS185325	ERP001942	GEUV:NA19189		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573401	University of Geneva	2012-11-06	ERX179531	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12286.1.M_120209_6 extract	2012-12-05	1919	1273	ILLUMINA	2012-12-05	ERR204883	ERS185390	ERP001942	GEUV:NA12286		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573206	University of Geneva	2012-11-06	ERX179532	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12272.1.M_120209_5 extract	2012-12-05	2114	1403	ILLUMINA	2012-12-05	ERR204895	ERS185102	ERP001942	GEUV:NA12272		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573162	University of Geneva	2012-11-06	ERX179533	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20527.1.M_120209_1 extract	2013-02-22	4466	3080	ILLUMINA	2013-02-22	ERR204993	ERS185082	ERP001942	GEUV:NA20527		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573534	Max Planck Institute for Molecular Genetics	2012-11-06	ERX179534	280	Illumina HiSeq 2000	PAIRED	cDNA	NA06986.3.M_120202_1 extract	2013-02-22	2822	1939	ILLUMINA	2013-02-22	ERR204929	ERS185470	ERP001942	GEUV:NA06986		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573470	University of Geneva	2012-11-06	ERX179535	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19095.1.M_111124_8 extract	2013-02-23	4562	3357	ILLUMINA	2013-02-23	ERR204868	ERS185037	ERP001942	GEUV:NA19095		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573157	University of Geneva	2012-11-06	ERX179536	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19198.1.M_120209_3 extract	2013-02-21	2486	1662	ILLUMINA	2013-02-21	ERR205020	ERS185136	ERP001942	GEUV:NA19198		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573286	University of Geneva	2012-11-06	ERX179537	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00133.1.M_120209_5 extract	2012-12-05	3626	2421	ILLUMINA	2012-12-05	ERR204984	ERS185115	ERP001942	GEUV:HG00133		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573452	University of Geneva	2012-11-06	ERX179538	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00109.1.M_120209_4 extract	2012-12-05	2891	1962	ILLUMINA	2012-12-05	ERR204823	ERS185395	ERP001942	GEUV:HG00109		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573166	University of Geneva	2012-11-06	ERX179539	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12413.1.M_120209_6 extract	2012-12-05	1644	1091	ILLUMINA	2012-12-05	ERR204915	ERS185321	ERP001942	GEUV:NA12413		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573514	University of Geneva	2012-11-06	ERX179540	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20754.1.M_120209_8 extract	2013-02-21	2123	1445	ILLUMINA	2013-02-21	ERR204873	ERS185289	ERP001942	GEUV:NA20754		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573123	University of Geneva	2012-11-06	ERX179541	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18934.1.M_120209_3 extract	2013-02-21	2993	2000	ILLUMINA	2013-02-21	ERR204888	ERS185249	ERP001942	GEUV:NA18934		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573245	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX179542	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00237.4.M_120208_1 extract	2012-12-05	6776	4704	ILLUMINA	2012-12-05	ERR205016	ERS185258	ERP001942	GEUV:HG00237		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573324	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX179543	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19144.4.M_120208_2 extract	2012-12-05	3455	2372	ILLUMINA	2012-12-05	ERR204985	ERS185166	ERP001942	GEUV:NA19144		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573470	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX179544	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19095.4.M_120208_2 extract	2013-02-25	2959	2034	ILLUMINA	2013-02-25	ERR204930	ERS185037	ERP001942	GEUV:NA19095		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573274	University of Geneva	2012-11-06	ERX179545	280	Illumina HiSeq 2000	PAIRED	cDNA	NA07357.1.M_120209_8 extract	2012-12-05	2184	1469	ILLUMINA	2012-12-05	ERR204886	ERS185180	ERP001942	GEUV:NA07357		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573458	University of Geneva	2012-11-06	ERX179546	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12155.1.M_120209_5 extract	2012-12-05	2617	1740	ILLUMINA	2012-12-05	ERR204939	ERS185323	ERP001942	GEUV:NA12155		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573487	University of Geneva	2012-11-06	ERX179547	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12763.1.M_120209_5 extract	2012-12-05	1606	1069	ILLUMINA	2012-12-05	ERR204836	ERS185143	ERP001942	GEUV:NA12763		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573478	University of Geneva	2012-11-06	ERX179548	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12234.1.M_120209_8 extract	2012-12-05	2402	1613	ILLUMINA	2012-12-05	ERR204974	ERS185238	ERP001942	GEUV:NA12234		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573439	University of Geneva	2012-11-06	ERX179549	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19207.1.M_120209_8 extract	2013-02-21	1690	1143	ILLUMINA	2013-02-21	ERR204829	ERS185460	ERP001942	GEUV:NA19207		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573107	Uppsala University	2012-11-06	ERX179550	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19225.6.M_120119_5 extract	2013-02-21	4145	2912	ILLUMINA	2013-02-21	ERR204916	ERS185247	ERP001942	GEUV:NA19225		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573507	University of Geneva	2012-11-06	ERX179551	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12275.1.M_120209_4 extract	2012-12-05	1739	1171	ILLUMINA	2012-12-05	ERR204856	ERS185264	ERP001942	GEUV:NA12275		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573102	University of Geneva	2012-11-06	ERX179552	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12813.1.M_120209_6 extract	2012-12-05	1876	1249	ILLUMINA	2012-12-05	ERR204962	ERS185131	ERP001942	GEUV:NA12813		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573216	University of Geneva	2012-11-06	ERX179553	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18498.1.M_120209_2 extract	2012-12-05	1987	1371	ILLUMINA	2012-12-05	ERR204925	ERS185292	ERP001942	GEUV:NA18498		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573287	University of Geneva	2012-11-06	ERX179554	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19159.1.M_120209_8 extract	2013-02-21	2088	1415	ILLUMINA	2013-02-21	ERR204821	ERS185449	ERP001942	GEUV:NA19159		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573375	University of Geneva	2012-11-06	ERX179555	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20786.1.M_120209_8 extract	2013-02-21	2297	1562	ILLUMINA	2013-02-21	ERR205012	ERS185069	ERP001942	GEUV:NA20786		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573161	University of Geneva	2012-11-06	ERX179556	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20771.1.M_120209_4 extract	2013-02-21	2286	1552	ILLUMINA	2013-02-21	ERR204862	ERS185108	ERP001942	GEUV:NA20771		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573276	University of Geneva	2012-11-06	ERX179557	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00321.1.M_120209_6 extract	2012-12-05	1478	1016	ILLUMINA	2012-12-05	ERR204864	ERS185194	ERP001942	GEUV:HG00321		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573249	University of Geneva	2012-11-06	ERX179558	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11893.1.M_120209_4 extract	2012-12-05	1965	1309	ILLUMINA	2012-12-05	ERR204967	ERS185138	ERP001942	GEUV:NA11893		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573211	University of Geneva	2012-11-06	ERX179559	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20512.1.M_120209_8 extract	2013-02-21	2802	1901	ILLUMINA	2013-02-21	ERR204937	ERS185447	ERP001942	GEUV:NA20512		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573413	University of Geneva	2012-11-06	ERX179560	280	Illumina HiSeq 2000	PAIRED	cDNA	NA10851.1.M_120209_1 extract	2012-12-05	2122	1452	ILLUMINA	2012-12-05	ERR204926	ERS185067	ERP001942	GEUV:NA10851		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573318	University of Geneva	2012-11-06	ERX179561	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20513.1.M_120209_6 extract	2013-02-21	3426	2351	ILLUMINA	2013-02-21	ERR204918	ERS185226	ERP001942	GEUV:NA20513		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573320	University of Geneva	2012-11-06	ERX179562	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11894.1.M_120209_4 extract	2012-12-05	1667	1108	ILLUMINA	2012-12-05	ERR204921	ERS185454	ERP001942	GEUV:NA11894		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573459	University of Geneva	2012-11-06	ERX179563	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19096.1.M_120209_8 extract	2013-02-21	2027	1380	ILLUMINA	2013-02-21	ERR204969	ERS185239	ERP001942	GEUV:NA19096		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573462	Uppsala University	2012-11-06	ERX179564	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00117.6.M_120217_1 extract	2013-02-22	3312	2253	ILLUMINA	2013-02-22	ERR204879	ERS185322	ERP001942	GEUV:HG00117		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573486	University of Geneva	2012-11-06	ERX179565	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12058.1.M_120209_7 extract	2012-12-05	2629	1761	ILLUMINA	2012-12-05	ERR205003	ERS185060	ERP001942	GEUV:NA12058		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573408	University of Geneva	2012-11-06	ERX179566	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00328.1.M_120209_2 extract	2012-12-05	2233	1539	ILLUMINA	2012-12-05	ERR204998	ERS185280	ERP001942	GEUV:HG00328		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573470	Leiden University Medical Center	2012-11-06	ERX179567	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19095.7.M_120219_8 extract	2013-02-22	3527	2539	ILLUMINA	2013-02-22	ERR204891	ERS185037	ERP001942	GEUV:NA19095		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573462	University of Geneva	2012-11-06	ERX179568	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00117.1.M_120209_1 extract	2013-02-25	4342	2986	ILLUMINA	2013-02-25	ERR205006	ERS185322	ERP001942	GEUV:HG00117		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573188	University of Geneva	2012-11-06	ERX179569	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20518.1.M_120209_6 extract	2013-02-21	2690	1873	ILLUMINA	2013-02-21	ERR204850	ERS185188	ERP001942	GEUV:NA20518		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573214	University of Geneva	2012-11-06	ERX179570	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19121.1.M_120209_6 extract	2013-02-21	3159	2088	ILLUMINA	2013-02-21	ERR204892	ERS185204	ERP001942	GEUV:NA19121		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573454	University of Geneva	2012-11-06	ERX179571	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11840.1.M_120209_4 extract	2012-12-05	1769	1182	ILLUMINA	2012-12-05	ERR204885	ERS185072	ERP001942	GEUV:NA11840		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573534	University of Geneva	2012-11-06	ERX179572	280	Illumina HiSeq 2000	PAIRED	cDNA	NA06986.1.M_120209_1 extract	2013-02-22	3736	2567	ILLUMINA	2013-02-22	ERR204860	ERS185470	ERP001942	GEUV:NA06986		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573186	University of Geneva	2012-11-06	ERX179573	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12776.1.M_120209_3 extract	2012-12-05	1626	1088	ILLUMINA	2012-12-05	ERR204898	ERS185439	ERP001942	GEUV:NA12776		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573125	University of Geneva	2012-11-06	ERX179574	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12045.1.M_120209_3 extract	2012-12-05	2304	1515	ILLUMINA	2012-12-05	ERR204924	ERS185387	ERP001942	GEUV:NA12045		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573433	University of Geneva	2012-11-06	ERX179575	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12156.1.M_120209_7 extract	2012-12-05	3136	2096	ILLUMINA	2012-12-05	ERR205022	ERS185353	ERP001942	GEUV:NA12156		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
