Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	population	Consent	Strain
RNA-Seq	150	PRJEB3366	SAMEA1573224	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162847	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG01334.7.M_120219_8 extract	2012-11-07	5943	4232	Homo sapiens	ILLUMINA	2012-11-07	ERR188469	ERS185045	ERP001942	GEUV:HG01334	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573213	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162854	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG02215.1.M_111124_4 extract	2012-11-07	4411	3159	Homo sapiens	ILLUMINA	2012-11-07	ERR188470	ERS185197	ERP001942	GEUV:HG02215	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573488	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162858	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19153.1.M_111124_7 extract	2012-11-07	5116	3659	Homo sapiens	ILLUMINA	2012-11-07	ERR188460	ERS185310	ERP001942	GEUV:NA19153	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573485	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162879	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00375.4.M_120208_4 extract	2012-11-07	4238	2971	Homo sapiens	ILLUMINA	2012-11-07	ERR188462	ERS185222	ERP001942	GEUV:HG00375	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573319	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162885	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00130.5.M_120131_7 extract	2012-11-07	4538	3151	Homo sapiens	ILLUMINA	2012-11-07	ERR188443	ERS185469	ERP001942	GEUV:HG00130	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573374	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162889	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00126.1.M_111124_8 extract	2012-11-07	5236	3791	Homo sapiens	ILLUMINA	2012-11-07	ERR188461	ERS185403	ERP001942	GEUV:HG00126	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573290	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162891	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00249.3.M_120202_4 extract	2012-11-07	2213	1516	Homo sapiens	ILLUMINA	2012-11-07	ERR188456	ERS185410	ERP001942	GEUV:HG00249	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573206	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162899	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12272.3.M_120202_5 extract	2012-11-07	2668	1859	Homo sapiens	ILLUMINA	2012-11-07	ERR188438	ERS185102	ERP001942	GEUV:NA12272	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573199	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162901	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00244.5.M_120131_7 extract	2012-11-07	4770	3312	Homo sapiens	ILLUMINA	2012-11-07	ERR188448	ERS185335	ERP001942	GEUV:HG00244	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573287	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162917	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19159.3.M_120223_6 extract	2012-11-07	11919	7977	Homo sapiens	ILLUMINA	2012-11-07	ERR188427	ERS185449	ERP001942	GEUV:NA19159	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573095	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162923	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12889.3.M_120223_7 extract	2012-11-07	5846	3950	Homo sapiens	ILLUMINA	2012-11-07	ERR188429	ERS185149	ERP001942	GEUV:NA12889	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573107	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162933	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19225.1.M_120209_2 extract	2012-11-07	3405	2325	Homo sapiens	ILLUMINA	2012-11-07	ERR188421	ERS185247	ERP001942	GEUV:NA19225	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573285	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162940	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20540.1.M_111124_2 extract	2012-11-07	3084	2293	Homo sapiens	ILLUMINA	2012-11-07	ERR188436	ERS185349	ERP001942	GEUV:NA20540	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573399	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162941	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00154.5.M_120131_7 extract	2012-11-07	4659	3237	Homo sapiens	ILLUMINA	2012-11-07	ERR188468	ERS185376	ERP001942	GEUV:HG00154	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573123	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162944	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA18934.3.M_120223_7 extract	2012-11-07	6952	4588	Homo sapiens	ILLUMINA	2012-11-07	ERR188447	ERS185249	ERP001942	GEUV:NA18934	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573533	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162947	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20516.5.M_120131_3 extract	2012-11-07	4219	2902	Homo sapiens	ILLUMINA	2012-11-07	ERR188458	ERS185223	ERP001942	GEUV:NA20516	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573229	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162957	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA18910.3.M_120202_7 extract	2012-11-07	2565	1805	Homo sapiens	ILLUMINA	2012-11-07	ERR188442	ERS185199	ERP001942	GEUV:NA18910	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573434	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162958	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00329.5.M_120131_3 extract	2012-11-07	3366	2358	Homo sapiens	ILLUMINA	2012-11-07	ERR188439	ERS185408	ERP001942	GEUV:HG00329	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573461	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162966	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00252.1.M_111124_5 extract	2012-11-07	3756	2721	Homo sapiens	ILLUMINA	2012-11-07	ERR188464	ERS185473	ERP001942	GEUV:HG00252	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573099	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162977	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20815.5.M_120131_5 extract	2012-11-07	4480	3047	Homo sapiens	ILLUMINA	2012-11-08	ERR188475	ERS185332	ERP001942	GEUV:NA20815	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573312	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162978	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12347.1.M_111124_7 extract	2012-11-07	4568	3149	Homo sapiens	ILLUMINA	2012-11-07	ERR188446	ERS185468	ERP001942	GEUV:NA12347	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573439	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162980	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19207.4.M_120208_5 extract	2012-11-07	4131	2894	Homo sapiens	ILLUMINA	2012-11-07	ERR188454	ERS185460	ERP001942	GEUV:NA19207	YRI	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573155	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162984	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20529.2.M_111215_6 extract	2012-11-07	4546	3161	Homo sapiens	ILLUMINA	2012-11-07	ERR188453	ERS185422	ERP001942	GEUV:NA20529	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573511	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162989	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20515.5.M_120131_1 extract	2012-11-07	5170	3527	Homo sapiens	ILLUMINA	2012-11-07	ERR188452	ERS185313	ERP001942	GEUV:NA20515	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573525	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162999	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00173.3.M_120202_1 extract	2012-11-07	2481	1719	Homo sapiens	ILLUMINA	2012-11-07	ERR188445	ERS185225	ERP001942	GEUV:HG00173	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573270	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX163000	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12348.3.M_120202_6 extract	2012-11-07	2026	1390	Homo sapiens	ILLUMINA	2012-11-07	ERR188441	ERS185040	ERP001942	GEUV:NA12348	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573468	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX163001	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19172.6.M_120119_1 extract	2012-11-07	3680	2579	Homo sapiens	ILLUMINA	2012-11-07	ERR188422	ERS185073	ERP001942	GEUV:NA19172	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573223	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX163004	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00280.1.M_111124_6 extract	2012-11-07	4279	3082	Homo sapiens	ILLUMINA	2012-11-07	ERR188457	ERS185196	ERP001942	GEUV:HG00280	FIN	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573119	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX163016	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00132.2.M_111215_4 extract	2012-11-07	5409	3598	Homo sapiens	ILLUMINA	2012-11-07	ERR188430	ERS185425	ERP001942	GEUV:HG00132	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573464	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX163035	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19130.5.M_120131_7 extract	2012-11-07	3857	2696	Homo sapiens	ILLUMINA	2012-11-07	ERR188471	ERS185275	ERP001942	GEUV:NA19130	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573175	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX163049	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20761.1.M_111124_7 extract	2012-11-07	4195	2898	Homo sapiens	ILLUMINA	2012-11-07	ERR188479	ERS185420	ERP001942	GEUV:NA20761	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573238	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX163050	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA18499.1.M_111124_2 extract	2012-11-07	4600	3278	Homo sapiens	ILLUMINA	2012-11-07	ERR188449	ERS185044	ERP001942	GEUV:NA18499	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573187	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX163056	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00378.5.M_120131_5 extract	2012-11-07	4917	3344	Homo sapiens	ILLUMINA	2012-11-07	ERR188472	ERS185047	ERP001942	GEUV:HG00378	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573536	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX163061	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20803.7.M_120219_1 extract	2012-11-07	8022	5730	Homo sapiens	ILLUMINA	2012-11-07	ERR188437	ERS185224	ERP001942	GEUV:NA20803	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573235	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX163080	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19129.6.M_120217_1 extract	2012-11-07	3413	2350	Homo sapiens	ILLUMINA	2012-11-07	ERR188444	ERS185435	ERP001942	GEUV:NA19129	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573085	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX163086	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA07051.5.M_120131_1 extract	2012-11-07	4299	2943	Homo sapiens	ILLUMINA	2012-11-07	ERR188474	ERS185266	ERP001942	GEUV:NA07051	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573509	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX163095	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20800.1.M_111124_5 extract	2012-11-07	5275	3693	Homo sapiens	ILLUMINA	2012-11-07	ERR188419	ERS185278	ERP001942	GEUV:NA20800	TSI	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573487	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX163103	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12763.2.M_111216_8 extract	2012-11-07	4614	3233	Homo sapiens	ILLUMINA	2012-11-07	ERR188420	ERS185143	ERP001942	GEUV:NA12763	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573124	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX163114	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00308.3.M_120202_3 extract	2012-11-07	2442	1678	Homo sapiens	ILLUMINA	2012-11-07	ERR188482	ERS185080	ERP001942	GEUV:HG00308	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573355	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX163138	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00309.7.M_120219_7 extract	2012-11-07	8168	5489	Homo sapiens	ILLUMINA	2012-11-07	ERR188432	ERS185441	ERP001942	GEUV:HG00309	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573390	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX163139	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20819.3.M_120202_2 extract	2012-11-07	3034	2144	Homo sapiens	ILLUMINA	2012-11-07	ERR188424	ERS185339	ERP001942	GEUV:NA20819	TSI	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573401	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX163141	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12286.2.M_111216_1 extract	2012-11-07	4391	3223	Homo sapiens	ILLUMINA	2012-11-07	ERR188467	ERS185390	ERP001942	GEUV:NA12286	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573096	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX163147	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00344.4.M_120208_2 extract	2012-11-07	3820	2640	Homo sapiens	ILLUMINA	2012-11-07	ERR188473	ERS185252	ERP001942	GEUV:HG00344	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573495	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX163150	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00235.1.M_111124_1 extract	2012-11-07	3329	2430	Homo sapiens	ILLUMINA	2012-11-07	ERR188450	ERS185279	ERP001942	GEUV:HG00235	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573248	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX163155	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12273.1.M_111124_4 extract	2012-11-07	4647	3333	Homo sapiens	ILLUMINA	2012-11-07	ERR188431	ERS185443	ERP001942	GEUV:NA12273	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573528	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179504	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12751.1.M_120209_6 extract	2012-12-05	2159	1426	Homo sapiens	ILLUMINA	2012-12-05	ERR204941	ERS185314	ERP001942	GEUV:NA12751	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573518	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179505	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19118.1.M_120209_5 extract	2013-02-21	2467	1660	Homo sapiens	ILLUMINA	2013-02-21	ERR204847	ERS185465	ERP001942	GEUV:NA19118	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573170	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179506	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12872.1.M_120209_3 extract	2012-12-05	2343	1557	Homo sapiens	ILLUMINA	2012-12-05	ERR204986	ERS185354	ERP001942	GEUV:NA12872	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573154	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179507	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19214.1.M_120209_7 extract	2013-02-21	3077	2065	Homo sapiens	ILLUMINA	2013-02-21	ERR204923	ERS185145	ERP001942	GEUV:NA19214	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573133	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179508	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12760.1.M_120209_5 extract	2012-12-05	1951	1306	Homo sapiens	ILLUMINA	2012-12-05	ERR204819	ERS185230	ERP001942	GEUV:NA12760	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573252	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179509	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12761.1.M_120209_3 extract	2012-12-05	1845	1220	Homo sapiens	ILLUMINA	2012-12-05	ERR204839	ERS185347	ERP001942	GEUV:NA12761	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573339	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179510	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19119.1.M_120209_5 extract	2013-02-21	2209	1496	Homo sapiens	ILLUMINA	2013-02-21	ERR204994	ERS185063	ERP001942	GEUV:NA19119	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573235	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179511	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19129.1.M_120209_6 extract	2013-02-21	2986	2053	Homo sapiens	ILLUMINA	2013-02-21	ERR204828	ERS185435	ERP001942	GEUV:NA19129	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573162	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX179512	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20527.4.M_120208_2 extract	2013-02-23	3817	2630	Homo sapiens	ILLUMINA	2013-02-23	ERR204934	ERS185082	ERP001942	GEUV:NA20527	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573385	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179513	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19143.1.M_120209_4 extract	2013-02-21	2292	1548	Homo sapiens	ILLUMINA	2013-02-21	ERR204913	ERS185391	ERP001942	GEUV:NA19143	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573424	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179514	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00105.1.M_120209_7 extract	2012-12-05	3226	2207	Homo sapiens	ILLUMINA	2012-12-05	ERR204936	ERS185272	ERP001942	GEUV:HG00105	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573304	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179515	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00313.1.M_120209_2 extract	2012-12-05	2085	1432	Homo sapiens	ILLUMINA	2012-12-05	ERR204865	ERS185213	ERP001942	GEUV:HG00313	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573086	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179516	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA11994.1.M_120209_3 extract	2012-12-05	2829	1863	Homo sapiens	ILLUMINA	2012-12-05	ERR204841	ERS185092	ERP001942	GEUV:NA11994	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573218	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179517	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA07037.1.M_120209_3 extract	2012-12-05	2310	1525	Homo sapiens	ILLUMINA	2012-12-05	ERR204990	ERS185431	ERP001942	GEUV:NA07037	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573229	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179518	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA18910.1.M_120209_5 extract	2012-12-05	2543	1715	Homo sapiens	ILLUMINA	2012-12-05	ERR204877	ERS185199	ERP001942	GEUV:NA18910	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573501	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179519	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19138.1.M_120209_7 extract	2013-02-21	1789	1218	Homo sapiens	ILLUMINA	2013-02-21	ERR204837	ERS185152	ERP001942	GEUV:NA19138	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573209	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179520	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA18502.1.M_120209_6 extract	2012-12-05	2069	1438	Homo sapiens	ILLUMINA	2012-12-05	ERR205019	ERS185294	ERP001942	GEUV:NA18502	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573470	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX179521	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19095.6.M_120119_4 extract	2013-02-22	3821	2710	Homo sapiens	ILLUMINA	2013-02-22	ERR205009	ERS185037	ERP001942	GEUV:NA19095	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573475	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179522	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00138.1.M_120209_2 extract	2012-12-05	3937	2692	Homo sapiens	ILLUMINA	2012-12-05	ERR204884	ERS185179	ERP001942	GEUV:HG00138	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573316	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179523	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19206.1.M_120209_2 extract	2013-02-21	1881	1283	Homo sapiens	ILLUMINA	2013-02-21	ERR204959	ERS185305	ERP001942	GEUV:NA19206	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573409	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX179524	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19222.1.M_120209_1 extract	2013-02-21	2582	1772	Homo sapiens	ILLUMINA	2013-02-21	ERR204970	ERS185375	ERP001942	GEUV:NA19222	YRI	public	lymphoblastoid cell line
