Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	Experiment	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_type	isolate	patient_phenotype	run_label	seasonality	source_name	timepoint	tissue	treatment	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySource	Organism	analyte	biomaterial_provider	health_state	sex
RNA-Seq	51	PRJNA287538	SAMN04028844	GEO	SRX1182585	Illumina HiSeq 2500	cDNA		2015-09-03	400	276	ILLUMINA	2017-01-03	SRR2240493	SRS1054730	SRP059689	GSM1868794		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028845	GEO	SRX1182586	Illumina HiSeq 2500	cDNA		2015-09-03	448	310	ILLUMINA	2017-01-03	SRR2240494	SRS1054729	SRP059689	GSM1868795		Central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028845	GEO	SRX1182586	Illumina HiSeq 2500	cDNA		2015-09-03	443	306	ILLUMINA	2017-01-03	SRR2240495	SRS1054729	SRP059689	GSM1868795		Central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028846	GEO	SRX1182587	Illumina HiSeq 2500	cDNA		2015-09-03	407	282	ILLUMINA	2017-01-03	SRR2240496	SRS1054728	SRP059689	GSM1868796		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028846	GEO	SRX1182587	Illumina HiSeq 2500	cDNA		2015-09-03	402	277	ILLUMINA	2017-01-03	SRR2240497	SRS1054728	SRP059689	GSM1868796		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028847	GEO	SRX1182588	Illumina HiSeq 2500	cDNA		2015-09-03	425	297	ILLUMINA	2017-01-03	SRR2240498	SRS1054727	SRP059689	GSM1868797		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028847	GEO	SRX1182588	Illumina HiSeq 2500	cDNA		2015-09-03	421	293	ILLUMINA	2017-01-03	SRR2240499	SRS1054727	SRP059689	GSM1868797		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
AMPLICON	369	PRJNA391821	SAMN07276530		SRX2955263	454 GS FLX Titanium	RT-PCR	T32-S074_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5754994	SRS2312513	SRP110476	T32-S074	missing		diT:4		32-74			0	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	363	PRJNA391821	SAMN07276589		SRX2955264	454 GS FLX Titanium	RT-PCR	T33-S045_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754993	SRS2312514	SRP110476	T33-S045	missing		diT:7		33-45			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	368	PRJNA391821	SAMN07276590		SRX2955265	454 GS FLX Titanium	RT-PCR	T33-S046_cDNA	2017-06-25	2	0	LS454	2017-06-25	SRR5754992	SRS2312515	SRP110476	T33-S046	missing		diT:8		33-46			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	361	PRJNA391821	SAMN07276581		SRX2955266	454 GS FLX Titanium	RT-PCR	T33-S037_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754991	SRS2312516	SRP110476	T33-S037	missing		diT:7		33-37			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	363	PRJNA391821	SAMN07276582		SRX2955267	454 GS FLX Titanium	RT-PCR	T33-S038_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5754990	SRS2312517	SRP110476	T33-S038	missing		diT:8		33-38			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	361	PRJNA391821	SAMN07276583		SRX2955268	454 GS FLX Titanium	RT-PCR	T33-S039_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5754989	SRS2312518	SRP110476	T33-S039	missing		diT:1		33-39			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	359	PRJNA391821	SAMN07276584		SRX2955269	454 GS FLX Titanium	RT-PCR	T33-S040_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754988	SRS2312519	SRP110476	T33-S040	missing		diT:2		33-40			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	354	PRJNA391821	SAMN07276585		SRX2955270	454 GS FLX Titanium	RT-PCR	T33-S041_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5754987	SRS2312520	SRP110476	T33-S041	missing		diT:3		33-41			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	358	PRJNA391821	SAMN07276586		SRX2955271	454 GS FLX Titanium	RT-PCR	T33-S042_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5754986	SRS2312521	SRP110476	T33-S042	missing		diT:4		33-42			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	364	PRJNA391821	SAMN07276587		SRX2955272	454 GS FLX Titanium	RT-PCR	T33-S043_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5754985	SRS2312522	SRP110476	T33-S043	missing		diT:5		33-43			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	364	PRJNA391821	SAMN07276588		SRX2955273	454 GS FLX Titanium	RT-PCR	T33-S044_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754984	SRS2312523	SRP110476	T33-S044	missing		diT:6		33-44			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	359	PRJNA391821	SAMN07276578		SRX2955274	454 GS FLX Titanium	RT-PCR	T33-S034_cDNA	2017-06-25	4	1	LS454	2017-06-25	SRR5754983	SRS2312524	SRP110476	T33-S034	missing		diT:4		33-34			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	356	PRJNA391821	SAMN07276577		SRX2955275	454 GS FLX Titanium	RT-PCR	T33-S033_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754982	SRS2312526	SRP110476	T33-S033	missing		diT:3		33-33			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	358	PRJNA391821	SAMN07276576		SRX2955276	454 GS FLX Titanium	RT-PCR	T33-S032_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754981	SRS2312525	SRP110476	T33-S032	missing		diT:2		33-32			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	359	PRJNA391821	SAMN07276575		SRX2955277	454 GS FLX Titanium	RT-PCR	T33-S031_cDNA	2017-06-25	2	0	LS454	2017-06-25	SRR5754980	SRS2312527	SRP110476	T33-S031	missing		diT:1		33-31			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	363	PRJNA391821	SAMN07276580		SRX2955282	454 GS FLX Titanium	RT-PCR	T33-S036_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754975	SRS2312530	SRP110476	T33-S036	missing		diT:6		33-36			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	358	PRJNA391821	SAMN07276579		SRX2955283	454 GS FLX Titanium	RT-PCR	T33-S035_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754974	SRS2312534	SRP110476	T33-S035	missing		diT:5		33-35			365	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	367	PRJNA391821	SAMN07276540		SRX2955284	454 GS FLX Titanium	RT-PCR	T32-S084_cDNA	2017-06-25	0	0	LS454	2017-06-25	SRR5754973	SRS2312533	SRP110476	T32-S084	missing		diT:14		32-84			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	373	PRJNA391821	SAMN07276539		SRX2955285	454 GS FLX Titanium	RT-PCR	T32-S083_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5754972	SRS2312535	SRP110476	T32-S083	missing		diT:13		32-83			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	363	PRJNA391821	SAMN07276538		SRX2955286	454 GS FLX Titanium	RT-PCR	T32-S082_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754971	SRS2312537	SRP110476	T32-S082	missing		diT:12		32-82			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276537		SRX2955287	454 GS FLX Titanium	RT-PCR	T32-S081_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5754970	SRS2312536	SRP110476	T32-S081	missing		diT:11		32-81			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	370	PRJNA391821	SAMN07276536		SRX2955288	454 GS FLX Titanium	RT-PCR	T32-S080_cDNA	2017-06-25	1	1	LS454	2017-06-25	SRR5754969	SRS2312538	SRP110476	T32-S080	missing		diT:10		32-80			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276535		SRX2955289	454 GS FLX Titanium	RT-PCR	T32-S079_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754968	SRS2312539	SRP110476	T32-S079	missing		diT:9		32-79			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	371	PRJNA391821	SAMN07276534		SRX2955290	454 GS FLX Titanium	RT-PCR	T32-S078_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5754967	SRS2312540	SRP110476	T32-S078	missing		diT:8		32-78			0	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	371	PRJNA391821	SAMN07276533		SRX2955291	454 GS FLX Titanium	RT-PCR	T32-S077_cDNA	2017-06-25	1	1	LS454	2017-06-25	SRR5754966	SRS2312541	SRP110476	T32-S077	missing		diT:7		32-77			0	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	380	PRJNA391821	SAMN07276532		SRX2955292	454 GS FLX Titanium	RT-PCR	T32-S076_cDNA	2017-06-25	0	0	LS454	2017-06-25	SRR5754965	SRS2312542	SRP110476	T32-S076	missing		diT:6		32-76			0	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	359	PRJNA391821	SAMN07276531		SRX2955293	454 GS FLX Titanium	RT-PCR	T32-S075_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5754964	SRS2312543	SRP110476	T32-S075	missing		diT:5		32-75			0	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276549		SRX2955154	454 GS FLX Titanium	RT-PCR	T32-S093_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755103	SRS2312404	SRP110476	T32-S093	missing		diT:15		32-93			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	367	PRJNA391821	SAMN07276550		SRX2955155	454 GS FLX Titanium	RT-PCR	T32-S094_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755102	SRS2312405	SRP110476	T32-S094	missing		diT:16		32-94			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	368	PRJNA391821	SAMN07276541		SRX2955156	454 GS FLX Titanium	RT-PCR	T32-S085_cDNA	2017-06-25	1	1	LS454	2017-06-25	SRR5755101	SRS2312406	SRP110476	T32-S085	missing		diT:15		32-85			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	367	PRJNA391821	SAMN07276542		SRX2955157	454 GS FLX Titanium	RT-PCR	T32-S086_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755100	SRS2312407	SRP110476	T32-S086	missing		diT:16		32-86			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276543		SRX2955158	454 GS FLX Titanium	RT-PCR	T32-S087_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755099	SRS2312408	SRP110476	T32-S087	missing		diT:9		32-87			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	370	PRJNA391821	SAMN07276544		SRX2955159	454 GS FLX Titanium	RT-PCR	T32-S088_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755098	SRS2312409	SRP110476	T32-S088	missing		diT:10		32-88			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276545		SRX2955160	454 GS FLX Titanium	RT-PCR	T32-S089_cDNA	2017-06-25	1	1	LS454	2017-06-25	SRR5755097	SRS2312410	SRP110476	T32-S089	missing		diT:11		32-89			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	365	PRJNA391821	SAMN07276546		SRX2955161	454 GS FLX Titanium	RT-PCR	T32-S090_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755096	SRS2312411	SRP110476	T32-S090	missing		diT:12		32-90			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	367	PRJNA391821	SAMN07276547		SRX2955162	454 GS FLX Titanium	RT-PCR	T32-S091_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755095	SRS2312412	SRP110476	T32-S091	missing		diT:13		32-91			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	368	PRJNA391821	SAMN07276548		SRX2955163	454 GS FLX Titanium	RT-PCR	T32-S092_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755094	SRS2312413	SRP110476	T32-S092	missing		diT:14		32-92			0	PBMC	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	379	PRJNA391821	SAMN07276556		SRX2955174	454 GS FLX Titanium	RT-PCR	T32-S100_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755083	SRS2312424	SRP110476	T32-S100	missing		diT:14		32-100			0	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	383	PRJNA391821	SAMN07276555		SRX2955175	454 GS FLX Titanium	RT-PCR	T32-S099_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755082	SRS2312425	SRP110476	T32-S099	missing		diT:13		32-99			0	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	365	PRJNA391821	SAMN07276558		SRX2955176	454 GS FLX Titanium	RT-PCR	T32-S102_cDNA	2017-06-25	1	1	LS454	2017-06-25	SRR5755081	SRS2312426	SRP110476	T32-S102	missing		diT:16		32-102			0	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	370	PRJNA391821	SAMN07276557		SRX2955177	454 GS FLX Titanium	RT-PCR	T32-S101_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755080	SRS2312427	SRP110476	T32-S101	missing		diT:15		32-101			0	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	371	PRJNA391821	SAMN07276552		SRX2955178	454 GS FLX Titanium	RT-PCR	T32-S096_cDNA	2017-06-25	1	1	LS454	2017-06-25	SRR5755079	SRS2312428	SRP110476	T32-S096	missing		diT:10		32-96			0	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	371	PRJNA391821	SAMN07276551		SRX2955179	454 GS FLX Titanium	RT-PCR	T32-S095_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755078	SRS2312429	SRP110476	T32-S095	missing		diT:9		32-95			0	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	388	PRJNA391821	SAMN07276554		SRX2955180	454 GS FLX Titanium	RT-PCR	T32-S098_cDNA	2017-06-25	0	0	LS454	2017-06-25	SRR5755077	SRS2312430	SRP110476	T32-S098	missing		diT:12		32-98			0	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	376	PRJNA391821	SAMN07276553		SRX2955181	454 GS FLX Titanium	RT-PCR	T32-S097_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755076	SRS2312431	SRP110476	T32-S097	missing		diT:11		32-97			0	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	371	PRJNA391821	SAMN07276500		SRX2955184	454 GS FLX Titanium	RT-PCR	T32-S044_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755073	SRS2312434	SRP110476	T32-S044	missing		diT:6		32-44			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	367	PRJNA391821	SAMN07276499		SRX2955185	454 GS FLX Titanium	RT-PCR	T32-S043_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755072	SRS2312435	SRP110476	T32-S043	missing		diT:5		32-43			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	366	PRJNA391821	SAMN07276498		SRX2955190	454 GS FLX Titanium	RT-PCR	T32-S042_cDNA	2017-06-25	3	1	LS454	2017-06-25	SRR5755067	SRS2312440	SRP110476	T32-S042	missing		diT:4		32-42			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	366	PRJNA391821	SAMN07276497		SRX2955191	454 GS FLX Titanium	RT-PCR	T32-S041_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755066	SRS2312441	SRP110476	T32-S041	missing		diT:3		32-41			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276496		SRX2955192	454 GS FLX Titanium	RT-PCR	T32-S040_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755065	SRS2312442	SRP110476	T32-S040	missing		diT:2		32-40			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276495		SRX2955193	454 GS FLX Titanium	RT-PCR	T32-S039_cDNA	2017-06-25	4	2	LS454	2017-06-25	SRR5755064	SRS2312443	SRP110476	T32-S039	missing		diT:1		32-39			0	PBMC	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	374	PRJNA391821	SAMN07276620		SRX2955194	454 GS FLX Titanium	RT-PCR	T33-S076_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755063	SRS2312444	SRP110476	T33-S076	missing		diT:16		33-76			365	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	369	PRJNA391821	SAMN07276619		SRX2955195	454 GS FLX Titanium	RT-PCR	T33-S075_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755062	SRS2312445	SRP110476	T33-S075	missing		diT:15		33-75			365	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	367	PRJNA391821	SAMN07276614		SRX2955196	454 GS FLX Titanium	RT-PCR	T33-S070_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755061	SRS2312446	SRP110476	T33-S070	missing		diT:10		33-70			365	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	363	PRJNA391821	SAMN07276613		SRX2955197	454 GS FLX Titanium	RT-PCR	T33-S069_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755060	SRS2312447	SRP110476	T33-S069	missing		diT:9		33-69			365	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	374	PRJNA391821	SAMN07276612		SRX2955198	454 GS FLX Titanium	RT-PCR	T33-S068_cDNA	2017-06-25	1	0	LS454	2017-06-25	SRR5755059	SRS2312448	SRP110476	T33-S068	missing		diT:8		33-68			365	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	372	PRJNA391821	SAMN07276611		SRX2955199	454 GS FLX Titanium	RT-PCR	T33-S067_cDNA	2017-06-25	2	0	LS454	2017-06-25	SRR5755058	SRS2312449	SRP110476	T33-S067	missing		diT:7		33-67			365	Biopsy	SIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	371	PRJNA391821	SAMN07276618		SRX2955200	454 GS FLX Titanium	RT-PCR	T33-S074_cDNA	2017-06-25	2	1	LS454	2017-06-25	SRR5755057	SRS2312450	SRP110476	T33-S074	missing		diT:14		33-74			365	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	366	PRJNA391821	SAMN07276617		SRX2955201	454 GS FLX Titanium	RT-PCR	T33-S073_cDNA	2017-06-25	2	0	LS454	2017-06-25	SRR5755056	SRS2312451	SRP110476	T33-S073	missing		diT:13		33-73			365	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
AMPLICON	366	PRJNA391821	SAMN07276616		SRX2955202	454 GS FLX Titanium	RT-PCR	T33-S072_cDNA	2017-06-25	0	0	LS454	2017-06-25	SRR5755055	SRS2312452	SRP110476	T33-S072	missing		diT:12		33-72			365	Biopsy	NoSIT	Human	public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens	RNA	Scott Boyd Stanford University	allergic	missing
