Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_type	disease	source_name	tissue	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		101	PRJNA353588	SAMN06017069	GEO	sra	SRX2347819	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1438	746	ILLUMINA	2017-08-15	SRR5019987	SRS1798092	SRP093349	GSM2390813			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017066	GEO	sra	SRX2347821	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2110	1059	ILLUMINA	2017-08-15	SRR5019989	SRS1798093	SRP093349	GSM2390815			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017062	GEO	sra	SRX2347824	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1240	616	ILLUMINA	2017-08-15	SRR5019992	SRS1798094	SRP093349	GSM2390818			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017065	GEO	sra	SRX2347823	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1482	740	ILLUMINA	2017-08-15	SRR5019991	SRS1798095	SRP093349	GSM2390817			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017067	GEO	sra	SRX2347822	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1935	964	ILLUMINA	2017-08-15	SRR5019990	SRS1798096	SRP093349	GSM2390816			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017059	GEO	sra	SRX2347825	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1445	708	ILLUMINA	2017-08-15	SRR5019993	SRS1798097	SRP093349	GSM2390819			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017058	GEO	sra	SRX2347826	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1585	805	ILLUMINA	2017-08-15	SRR5019994	SRS1798098	SRP093349	GSM2390820			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017056	GEO	sra	SRX2347828	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1515	740	ILLUMINA	2017-08-15	SRR5019996	SRS1798099	SRP093349	GSM2390822			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017234	GEO	sra	SRX2347827	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1691	822	ILLUMINA	2017-08-15	SRR5019995	SRS1798100	SRP093349	GSM2390821			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017057	GEO	sra	SRX2347829	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2558	1283	ILLUMINA	2017-08-15	SRR5019997	SRS1798101	SRP093349	GSM2390823			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017055	GEO	sra	SRX2347830	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1266	642	ILLUMINA	2017-08-15	SRR5019998	SRS1798102	SRP093349	GSM2390824			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017054	GEO	sra	SRX2347831	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1520	767	ILLUMINA	2017-08-15	SRR5019999	SRS1798103	SRP093349	GSM2390825			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017121	GEO	sra	SRX2347833	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1100	558	ILLUMINA	2017-08-15	SRR5020001	SRS1798104	SRP093349	GSM2390827			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017120	GEO	sra	SRX2347834	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1026	521	ILLUMINA	2017-08-15	SRR5020002	SRS1798105	SRP093349	GSM2390828			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017118	GEO	sra	SRX2347836	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1463	754	ILLUMINA	2017-08-15	SRR5020004	SRS1798106	SRP093349	GSM2390830			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017117	GEO	sra	SRX2347837	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1103	577	ILLUMINA	2017-08-15	SRR5020005	SRS1798107	SRP093349	GSM2390831			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017053	GEO	sra	SRX2347832	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1684	857	ILLUMINA	2017-08-15	SRR5020000	SRS1798108	SRP093349	GSM2390826			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017115	GEO	sra	SRX2347839	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1161	586	ILLUMINA	2017-08-15	SRR5020007	SRS1798109	SRP093349	GSM2390833			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017114	GEO	sra	SRX2347840	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1204	605	ILLUMINA	2017-08-15	SRR5020008	SRS1798110	SRP093349	GSM2390834			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017113	GEO	sra	SRX2347841	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1266	647	ILLUMINA	2017-08-15	SRR5020009	SRS1798111	SRP093349	GSM2390835			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017119	GEO	sra	SRX2347835	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1335	702	ILLUMINA	2017-08-15	SRR5020003	SRS1798112	SRP093349	GSM2390829			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017112	GEO	sra	SRX2347842	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1015	517	ILLUMINA	2017-08-15	SRR5020010	SRS1798113	SRP093349	GSM2390836			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017111	GEO	sra	SRX2347843	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1024	530	ILLUMINA	2017-08-15	SRR5020011	SRS1798114	SRP093349	GSM2390837			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017116	GEO	sra	SRX2347838	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1215	613	ILLUMINA	2017-08-15	SRR5020006	SRS1798115	SRP093349	GSM2390832			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017110	GEO	contigssra	SRX2347844	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	990	485	ILLUMINA	2017-08-15	SRR5020012	SRS1798116	SRP093349	GSM2390838			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017108	GEO	contigssra	SRX2347846	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1	0	ILLUMINA	2017-08-15	SRR5020014	SRS1798117	SRP093349	GSM2390840			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017108	GEO	sra	SRX2347846	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1931	921	ILLUMINA	2017-08-15	SRR5020015	SRS1798117	SRP093349	GSM2390840			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017109	GEO	sra	SRX2347845	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1380	686	ILLUMINA	2017-08-15	SRR5020013	SRS1798118	SRP093349	GSM2390839			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017107	GEO	contigssra	SRX2347847	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	0	0	ILLUMINA	2017-08-15	SRR5020016	SRS1798119	SRP093349	GSM2390841			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017107	GEO	sra	SRX2347847	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1326	631	ILLUMINA	2017-08-15	SRR5020017	SRS1798119	SRP093349	GSM2390841			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017106	GEO	sra	SRX2347848	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1302	668	ILLUMINA	2017-08-15	SRR5020018	SRS1798120	SRP093349	GSM2390842			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017105	GEO	sra	SRX2347849	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1500	754	ILLUMINA	2017-08-15	SRR5020019	SRS1798121	SRP093349	GSM2390843			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017103	GEO	sra	SRX2347851	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1740	857	ILLUMINA	2017-08-15	SRR5020021	SRS1798122	SRP093349	GSM2390845			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017104	GEO	contigssra	SRX2347850	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	962	485	ILLUMINA	2017-08-15	SRR5020020	SRS1798123	SRP093349	GSM2390844			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017102	GEO	sra	SRX2347852	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1391	700	ILLUMINA	2017-08-15	SRR5020022	SRS1798124	SRP093349	GSM2390846			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017100	GEO	contigssra	SRX2347854	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	957	495	ILLUMINA	2017-08-15	SRR5020024	SRS1798125	SRP093349	GSM2390848			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017098	GEO	sra	SRX2347855	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1553	784	ILLUMINA	2017-08-15	SRR5020025	SRS1798126	SRP093349	GSM2390849			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017099	GEO	sra	SRX2347856	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1204	621	ILLUMINA	2017-08-15	SRR5020026	SRS1798127	SRP093349	GSM2390850			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017097	GEO	sra	SRX2347857	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1442	719	ILLUMINA	2017-08-15	SRR5020027	SRS1798128	SRP093349	GSM2390851			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017096	GEO	sra	SRX2347858	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1318	680	ILLUMINA	2017-08-15	SRR5020028	SRS1798129	SRP093349	GSM2390852			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017094	GEO	sra	SRX2347860	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1549	903	ILLUMINA	2017-08-15	SRR5020030	SRS1798130	SRP093349	GSM2390854			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017101	GEO	sra	SRX2347853	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1469	737	ILLUMINA	2017-08-15	SRR5020023	SRS1798131	SRP093349	GSM2390847			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017093	GEO	sra	SRX2347861	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1695	837	ILLUMINA	2017-08-15	SRR5020031	SRS1798132	SRP093349	GSM2390855			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017095	GEO	sra	SRX2347859	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1556	752	ILLUMINA	2017-08-15	SRR5020029	SRS1798133	SRP093349	GSM2390853			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016910	GEO	sra	SRX2347863	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1825	910	ILLUMINA	2017-08-15	SRR5020033	SRS1798134	SRP093349	GSM2390857			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017092	GEO	sra	SRX2347862	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2157	1052	ILLUMINA	2017-08-15	SRR5020032	SRS1798135	SRP093349	GSM2390856			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016908	GEO	sra	SRX2347865	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1888	939	ILLUMINA	2017-08-15	SRR5020035	SRS1798136	SRP093349	GSM2390859			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016909	GEO	sra	SRX2347864	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1624	965	ILLUMINA	2017-08-15	SRR5020034	SRS1798137	SRP093349	GSM2390858			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016905	GEO	sra	SRX2347868	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1946	968	ILLUMINA	2017-08-15	SRR5020038	SRS1798138	SRP093349	GSM2390862			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016906	GEO	sra	SRX2347867	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1567	783	ILLUMINA	2017-08-15	SRR5020037	SRS1798139	SRP093349	GSM2390861			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016907	GEO	sra	SRX2347866	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1561	775	ILLUMINA	2017-08-15	SRR5020036	SRS1798140	SRP093349	GSM2390860			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016901	GEO	contigssra	SRX2347871	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	454	264	ILLUMINA	2017-08-15	SRR5020041	SRS1798141	SRP093349	GSM2390865			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016901	GEO	contigssra	SRX2347871	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	745	340	ILLUMINA	2017-08-15	SRR5020042	SRS1798141	SRP093349	GSM2390865			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016902	GEO	sra	SRX2347872	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1188	635	ILLUMINA	2017-08-15	SRR5020043	SRS1798142	SRP093349	GSM2390866			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016900	GEO	sra	SRX2347873	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1540	831	ILLUMINA	2017-08-15	SRR5020044	SRS1798143	SRP093349	GSM2390867			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016904	GEO	sra	SRX2347869	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1547	814	ILLUMINA	2017-08-15	SRR5020039	SRS1798144	SRP093349	GSM2390863			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016903	GEO	sra	SRX2347870	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1523	808	ILLUMINA	2017-08-15	SRR5020040	SRS1798145	SRP093349	GSM2390864			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016899	GEO	sra	SRX2347874	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1317	687	ILLUMINA	2017-08-15	SRR5020045	SRS1798146	SRP093349	GSM2390868			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016897	GEO	sra	SRX2347876	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1236	581	ILLUMINA	2017-08-15	SRR5020047	SRS1798147	SRP093349	GSM2390870			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016898	GEO	sra	SRX2347875	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1187	549	ILLUMINA	2017-08-15	SRR5020046	SRS1798148	SRP093349	GSM2390869			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016896	GEO	sra	SRX2347877	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1084	515	ILLUMINA	2017-08-15	SRR5020048	SRS1798149	SRP093349	GSM2390871			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016895	GEO	sra	SRX2347878	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1110	537	ILLUMINA	2017-08-15	SRR5020049	SRS1798150	SRP093349	GSM2390872			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016894	GEO	sra	SRX2347879	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1340	630	ILLUMINA	2017-08-15	SRR5020050	SRS1798151	SRP093349	GSM2390873			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016893	GEO	sra	SRX2347880	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1166	533	ILLUMINA	2017-08-15	SRR5020051	SRS1798152	SRP093349	GSM2390874			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016892	GEO	contigssra	SRX2347881	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1088	497	ILLUMINA	2017-08-15	SRR5020052	SRS1798153	SRP093349	GSM2390875			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016891	GEO	sra	SRX2347882	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1099	500	ILLUMINA	2017-08-15	SRR5020053	SRS1798154	SRP093349	GSM2390876			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016890	GEO	sra	SRX2347883	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1397	636	ILLUMINA	2017-08-15	SRR5020054	SRS1798155	SRP093349	GSM2390877			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016889	GEO	sra	SRX2347884	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1130	517	ILLUMINA	2017-08-15	SRR5020055	SRS1798156	SRP093349	GSM2390878			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016888	GEO	contigssra	SRX2347885	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	969	446	ILLUMINA	2017-08-15	SRR5020056	SRS1798157	SRP093349	GSM2390879			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016887	GEO	contigssra	SRX2347886	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1032	468	ILLUMINA	2017-08-15	SRR5020057	SRS1798158	SRP093349	GSM2390880			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016886	GEO	contigssra	SRX2347887	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	995	466	ILLUMINA	2017-08-15	SRR5020058	SRS1798159	SRP093349	GSM2390881			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016885	GEO	sra	SRX2347888	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1097	506	ILLUMINA	2017-08-15	SRR5020059	SRS1798160	SRP093349	GSM2390882			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016884	GEO	contigssra	SRX2347889	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1015	476	ILLUMINA	2017-08-15	SRR5020060	SRS1798161	SRP093349	GSM2390883			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016939	GEO	contigssra	SRX2347890	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	898	411	ILLUMINA	2017-08-15	SRR5020061	SRS1798162	SRP093349	GSM2390884			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016938	GEO	contigssra	SRX2347891	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	832	383	ILLUMINA	2017-08-15	SRR5020062	SRS1798163	SRP093349	GSM2390885			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016937	GEO	sra	SRX2347892	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2486	1151	ILLUMINA	2017-08-15	SRR5020063	SRS1798164	SRP093349	GSM2390886			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016936	GEO	sra	SRX2347893	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1092	500	ILLUMINA	2017-08-15	SRR5020064	SRS1798165	SRP093349	GSM2390887			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016883	GEO	sra	SRX2347894	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1593	746	ILLUMINA	2017-08-15	SRR5020065	SRS1798166	SRP093349	GSM2390888			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016882	GEO	sra	SRX2347895	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1119	510	ILLUMINA	2017-08-15	SRR5020066	SRS1798167	SRP093349	GSM2390889			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016881	GEO	sra	SRX2347896	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1412	648	ILLUMINA	2017-08-15	SRR5020067	SRS1798168	SRP093349	GSM2390890			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016935	GEO	sra	SRX2347897	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1540	704	ILLUMINA	2017-08-15	SRR5020068	SRS1798169	SRP093349	GSM2390891			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016934	GEO	contigssra	SRX2347898	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	964	463	ILLUMINA	2017-08-15	SRR5020069	SRS1798170	SRP093349	GSM2390892			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016931	GEO	sra	SRX2347900	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1449	701	ILLUMINA	2017-08-15	SRR5020071	SRS1798171	SRP093349	GSM2390894			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016932	GEO	sra	SRX2347901	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1721	819	ILLUMINA	2017-08-15	SRR5020072	SRS1798172	SRP093349	GSM2390895			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
