Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	flow_cell_id	group	libraryid	phase	source_name	stim	tissue	DATASTORE_provider
RNA-Seq		57	PRJNA379624	SAMN06617007	GEO	public	sra	SRX2653134	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	593	214	Homo sapiens	ILLUMINA	2018-03-29	SRR5357278	SRS2058298	SRP102104	GSM2543765	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Case	lib5909	2	07-01-080-1	DM		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617006	GEO	public	sra	SRX2653135	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	683	243	Homo sapiens	ILLUMINA	2018-03-29	SRR5357279	SRS2058302	SRP102104	GSM2543766	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5910	2	07-01-086-4	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617005	GEO	public	sra	SRX2653136	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	625	223	Homo sapiens	ILLUMINA	2018-03-29	SRR5357280	SRS2058300	SRP102104	GSM2543767	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5911	2	07-01-086-4	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616974	GEO	public	sra	SRX2653137	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	682	245	Homo sapiens	ILLUMINA	2018-03-29	SRR5357281	SRS2058301	SRP102104	GSM2543768	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5912	2	07-01-086-4	TT		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616973	GEO	public	sra	SRX2653138	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	553	198	Homo sapiens	ILLUMINA	2018-03-29	SRR5357282	SRS2058303	SRP102104	GSM2543769	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5913	2	07-01-086-4	DM		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616972	GEO	public	sra	SRX2653139	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	549	196	Homo sapiens	ILLUMINA	2018-03-29	SRR5357283	SRS2058306	SRP102104	GSM2543770	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5914	2	07-08-071-2	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616971	GEO	public	sra	SRX2653140	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	536	191	Homo sapiens	ILLUMINA	2018-03-29	SRR5357284	SRS2058307	SRP102104	GSM2543771	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5915	2	07-08-071-2	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616970	GEO	public	sra	SRX2653141	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	654	233	Homo sapiens	ILLUMINA	2018-03-29	SRR5357285	SRS2058305	SRP102104	GSM2543772	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5916	2	07-08-071-2	TT		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616969	GEO	public	sra	SRX2653142	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	553	201	Homo sapiens	ILLUMINA	2018-03-29	SRR5357286	SRS2058304	SRP102104	GSM2543773	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5917	2	07-08-071-2	DM		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616968	GEO	public	sra	SRX2653143	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	643	230	Homo sapiens	ILLUMINA	2018-03-29	SRR5357287	SRS2058308	SRP102104	GSM2543774	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Case	lib5918	2	07-02-046-3	TT		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616967	GEO	public	sra	SRX2653144	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	688	245	Homo sapiens	ILLUMINA	2018-03-29	SRR5357288	SRS2058309	SRP102104	GSM2543775	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Case	lib5919	2	07-02-046-3	DM		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617115	GEO	public	sra	SRX2653145	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	661	237	Homo sapiens	ILLUMINA	2018-03-29	SRR5357289	SRS2058310	SRP102104	GSM2543776	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5920	2	07-01-095-7	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617114	GEO	public	sra	SRX2653146	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	815	292	Homo sapiens	ILLUMINA	2018-03-29	SRR5357290	SRS2058311	SRP102104	GSM2543777	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5921	2	07-01-095-7	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617113	GEO	public	sra	SRX2653147	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	661	236	Homo sapiens	ILLUMINA	2018-03-29	SRR5357291	SRS2058312	SRP102104	GSM2543778	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5922	2	07-01-095-7	TT		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617112	GEO	public	sra	SRX2653148	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	484	175	Homo sapiens	ILLUMINA	2018-03-29	SRR5357292	SRS2058313	SRP102104	GSM2543779	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Control	lib5923	2	07-01-095-7	DM		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617111	GEO	public	sra	SRX2653149	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	613	221	Homo sapiens	ILLUMINA	2018-03-29	SRR5357293	SRS2058314	SRP102104	GSM2543780	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Case	lib5924	2	07-02-038-2	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617110	GEO	public	sra	SRX2653150	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	571	205	Homo sapiens	ILLUMINA	2018-03-29	SRR5357294	SRS2058315	SRP102104	GSM2543781	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Case	lib5925	2	07-02-038-2	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617109	GEO	public	sra	SRX2653151	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	659	236	Homo sapiens	ILLUMINA	2018-03-29	SRR5357295	SRS2058316	SRP102104	GSM2543782	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Case	lib5926	2	07-01-080-1	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617108	GEO	public	sra	SRX2653152	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	686	246	Homo sapiens	ILLUMINA	2018-03-29	SRR5357296	SRS2058317	SRP102104	GSM2543783	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Case	lib5927	2	07-01-080-1	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617107	GEO	public	sra	SRX2653153	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	717	256	Homo sapiens	ILLUMINA	2018-03-29	SRR5357297	SRS2058318	SRP102104	GSM2543784	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Case	lib5928	2	07-02-046-3	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617106	GEO	public	sra	SRX2653154	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	713	255	Homo sapiens	ILLUMINA	2018-03-29	SRR5357298	SRS2058319	SRP102104	GSM2543785	Peripheral blood mononuclear cells (PBMCs)	BC5UF5ANXX	Case	lib5929	2	07-02-046-3	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617105	GEO	public	sra	SRX2653155	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	666	253	Homo sapiens	ILLUMINA	2018-03-29	SRR5357299	SRS2058320	SRP102104	GSM2543786	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7888	3	07-08-012-5	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617104	GEO	public	sra	SRX2653156	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	648	246	Homo sapiens	ILLUMINA	2018-03-29	SRR5357300	SRS2058321	SRP102104	GSM2543787	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7889	3	07-08-012-5	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617103	GEO	public	sra	SRX2653157	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	610	232	Homo sapiens	ILLUMINA	2018-03-29	SRR5357301	SRS2058322	SRP102104	GSM2543788	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7890	3	07-01-012-2	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617102	GEO	public	sra	SRX2653158	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	664	253	Homo sapiens	ILLUMINA	2018-03-29	SRR5357302	SRS2058323	SRP102104	GSM2543789	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7891	3	07-01-012-2	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617101	GEO	public	sra	SRX2653159	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	662	251	Homo sapiens	ILLUMINA	2018-03-29	SRR5357303	SRS2058324	SRP102104	GSM2543790	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7892	3	07-08-114-2	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617100	GEO	public	sra	SRX2653160	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	592	225	Homo sapiens	ILLUMINA	2018-03-29	SRR5357304	SRS2058325	SRP102104	GSM2543791	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7893	3	07-08-114-2	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617099	GEO	public	sra	SRX2653161	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	611	232	Homo sapiens	ILLUMINA	2018-03-29	SRR5357305	SRS2058326	SRP102104	GSM2543792	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7894	3	07-02-039-5	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617098	GEO	public	sra	SRX2653162	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	616	234	Homo sapiens	ILLUMINA	2018-03-29	SRR5357306	SRS2058328	SRP102104	GSM2543793	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7895	3	07-02-039-5	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617097	GEO	public	sra	SRX2653163	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	626	238	Homo sapiens	ILLUMINA	2018-03-29	SRR5357307	SRS2058327	SRP102104	GSM2543794	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7896	3	07-08-067-0	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617096	GEO	public	sra	SRX2653164	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	648	246	Homo sapiens	ILLUMINA	2018-03-29	SRR5357308	SRS2058329	SRP102104	GSM2543795	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7897	3	07-08-067-0	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617095	GEO	public	sra	SRX2653165	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	599	227	Homo sapiens	ILLUMINA	2018-03-29	SRR5357309	SRS2058330	SRP102104	GSM2543796	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7898	3	07-02-048-5	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617094	GEO	public	sra	SRX2653166	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	594	225	Homo sapiens	ILLUMINA	2018-03-29	SRR5357310	SRS2058331	SRP102104	GSM2543797	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7899	3	07-02-048-5	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616735	GEO	public	sra	SRX2653167	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	608	231	Homo sapiens	ILLUMINA	2018-03-29	SRR5357311	SRS2058332	SRP102104	GSM2543798	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7900	3	07-07-008-9	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616783	GEO	public	sra	SRX2653168	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	651	247	Homo sapiens	ILLUMINA	2018-03-29	SRR5357312	SRS2058333	SRP102104	GSM2543799	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7901	3	07-07-008-9	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616782	GEO	public	sra	SRX2653169	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	677	256	Homo sapiens	ILLUMINA	2018-03-29	SRR5357313	SRS2058334	SRP102104	GSM2543800	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7902	3	07-02-045-9	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616781	GEO	public	sra	SRX2653170	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	624	237	Homo sapiens	ILLUMINA	2018-03-29	SRR5357314	SRS2058335	SRP102104	GSM2543801	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7903	3	07-02-045-9	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616780	GEO	public	sra	SRX2653171	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	575	219	Homo sapiens	ILLUMINA	2018-03-29	SRR5357315	SRS2058336	SRP102104	GSM2543802	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7904	3	07-01-162-4	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616779	GEO	public	sra	SRX2653172	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	622	236	Homo sapiens	ILLUMINA	2018-03-29	SRR5357316	SRS2058337	SRP102104	GSM2543803	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7905	3	07-01-162-4	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616778	GEO	public	sra	SRX2653173	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	573	215	Homo sapiens	ILLUMINA	2018-03-29	SRR5357317	SRS2058338	SRP102104	GSM2543804	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7912	3	07-01-070-4	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616777	GEO	public	sra	SRX2653174	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	619	232	Homo sapiens	ILLUMINA	2018-03-29	SRR5357318	SRS2058339	SRP102104	GSM2543805	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7913	3	07-01-070-4	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616776	GEO	public	sra	SRX2653175	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	577	217	Homo sapiens	ILLUMINA	2018-03-29	SRR5357319	SRS2058340	SRP102104	GSM2543806	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7914	3	07-02-021-3	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616775	GEO	public	sra	SRX2653176	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	604	226	Homo sapiens	ILLUMINA	2018-03-29	SRR5357320	SRS2058341	SRP102104	GSM2543807	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7915	3	07-02-021-3	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616774	GEO	public	sra	SRX2653177	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	633	238	Homo sapiens	ILLUMINA	2018-03-29	SRR5357321	SRS2058342	SRP102104	GSM2543808	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7916	3	07-08-007-1	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616773	GEO	public	sra	SRX2653178	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	636	239	Homo sapiens	ILLUMINA	2018-03-29	SRR5357322	SRS2058343	SRP102104	GSM2543809	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7917	3	07-08-007-1	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616772	GEO	public	sra	SRX2653179	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	624	234	Homo sapiens	ILLUMINA	2018-03-29	SRR5357323	SRS2058345	SRP102104	GSM2543810	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7918	3	07-07-108-5	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616771	GEO	public	sra	SRX2653180	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	533	199	Homo sapiens	ILLUMINA	2018-03-29	SRR5357324	SRS2058344	SRP102104	GSM2543811	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7919	3	07-07-108-5	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616770	GEO	public	sra	SRX2653181	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	603	226	Homo sapiens	ILLUMINA	2018-03-29	SRR5357325	SRS2058346	SRP102104	GSM2543812	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7924	3	07-01-127-0	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616769	GEO	public	sra	SRX2653182	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	592	222	Homo sapiens	ILLUMINA	2018-03-29	SRR5357326	SRS2058347	SRP102104	GSM2543813	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7925	3	07-01-127-0	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616768	GEO	public	sra	SRX2653183	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	586	220	Homo sapiens	ILLUMINA	2018-03-29	SRR5357327	SRS2058348	SRP102104	GSM2543814	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7926	3	07-01-084-0	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616767	GEO	public	sra	SRX2653184	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	583	219	Homo sapiens	ILLUMINA	2018-03-29	SRR5357328	SRS2058349	SRP102104	GSM2543815	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7927	3	07-01-084-0	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616766	GEO	public	sra	SRX2653185	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	569	214	Homo sapiens	ILLUMINA	2018-03-29	SRR5357329	SRS2058350	SRP102104	GSM2543816	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7928	3	07-01-011-4	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616765	GEO	public	sra	SRX2653186	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	614	229	Homo sapiens	ILLUMINA	2018-03-29	SRR5357330	SRS2058351	SRP102104	GSM2543817	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7929	3	07-01-011-4	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616764	GEO	public	sra	SRX2653187	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	554	208	Homo sapiens	ILLUMINA	2018-03-29	SRR5357331	SRS2058352	SRP102104	GSM2543818	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7930	3	07-02-003-9	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616763	GEO	public	sra	SRX2653188	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	623	233	Homo sapiens	ILLUMINA	2018-03-29	SRR5357332	SRS2058353	SRP102104	GSM2543819	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7931	3	07-02-003-9	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616762	GEO	public	sra	SRX2653189	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	615	231	Homo sapiens	ILLUMINA	2018-03-29	SRR5357333	SRS2058354	SRP102104	GSM2543820	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7934	3	07-02-109-0	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616761	GEO	public	sra	SRX2653190	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	606	227	Homo sapiens	ILLUMINA	2018-03-29	SRR5357334	SRS2058355	SRP102104	GSM2543821	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7935	3	07-02-109-0	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616760	GEO	public	sra	SRX2653191	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	512	190	Homo sapiens	ILLUMINA	2018-03-29	SRR5357335	SRS2058356	SRP102104	GSM2543822	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7936	3	07-08-123-1	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616759	GEO	public	sra	SRX2653192	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	534	198	Homo sapiens	ILLUMINA	2018-03-29	SRR5357336	SRS2058357	SRP102104	GSM2543823	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7937	3	07-08-123-1	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616758	GEO	public	sra	SRX2653193	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	635	237	Homo sapiens	ILLUMINA	2018-03-29	SRR5357337	SRS2058359	SRP102104	GSM2543824	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7938	3	07-01-135-5	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616757	GEO	public	sra	SRX2653194	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	552	206	Homo sapiens	ILLUMINA	2018-03-29	SRR5357338	SRS2058358	SRP102104	GSM2543825	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Control	lib7939	3	07-01-135-5	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616756	GEO	public	sra	SRX2653195	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	526	195	Homo sapiens	ILLUMINA	2018-03-29	SRR5357339	SRS2058360	SRP102104	GSM2543826	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7940	3	07-01-146-5	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06616755	GEO	public	sra	SRX2653196	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	424	158	Homo sapiens	ILLUMINA	2018-03-29	SRR5357340	SRS2058361	SRP102104	GSM2543827	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7941	3	07-01-146-5	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617093	GEO	public	sra	SRX2653197	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	538	201	Homo sapiens	ILLUMINA	2018-03-29	SRR5357341	SRS2058362	SRP102104	GSM2543828	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7942	3	07-01-085-5	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617092	GEO	public	sra	SRX2653198	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	533	199	Homo sapiens	ILLUMINA	2018-03-29	SRR5357342	SRS2058363	SRP102104	GSM2543829	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	CR sensitized	lib7943	3	07-01-085-5	NS		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617086	GEO	public	sra	SRX2653199	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	684	254	Homo sapiens	ILLUMINA	2018-03-29	SRR5357343	SRS2058364	SRP102104	GSM2543830	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7950	3	07-08-109-3	CR		ncbi
RNA-Seq		57	PRJNA379624	SAMN06617091	GEO	public	sra	SRX2653200	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2017-03-18	634	236	Homo sapiens	ILLUMINA	2018-03-29	SRR5357344	SRS2058366	SRP102104	GSM2543831	Peripheral blood mononuclear cells (PBMCs)	BC6VF8ANXX	Asthma	lib7951	3	07-08-109-3	NS		ncbi
