Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	drug	library_construction	source_name	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		49	PRJNA381890	SAMN06690818	GEO	sra	SRX2713763	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	74	38	ILLUMINA	2017-04-13	SRR5422259	SRS2104975	SRP103204	GSM2565175	Bortezomib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690817	GEO	sra	SRX2713764	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	59	31	ILLUMINA	2017-04-13	SRR5422260	SRS2104974	SRP103204	GSM2565176	Ixazomib (MLN2238)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690816	GEO	sra	SRX2713765	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	83	43	ILLUMINA	2017-04-13	SRR5422261	SRS2104976	SRP103204	GSM2565177	Azacitidine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690815	GEO	sra	SRX2713766	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	79	41	ILLUMINA	2017-04-13	SRR5422262	SRS2104977	SRP103204	GSM2565178	Ixabepilone	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690814	GEO	sra	SRX2713767	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	103	54	ILLUMINA	2017-04-13	SRR5422263	SRS2104979	SRP103204	GSM2565179	Cobimetinib (GDC-0973, RG7420)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690813	GEO	sra	SRX2713768	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	67	35	ILLUMINA	2017-04-13	SRR5422264	SRS2104978	SRP103204	GSM2565180	Thioguanine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690812	GEO	sra	SRX2713769	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	49	26	ILLUMINA	2017-04-13	SRR5422265	SRS2104980	SRP103204	GSM2565181	Idarubicin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690811	GEO	sra	SRX2713770	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	22	12	ILLUMINA	2017-04-13	SRR5422266	SRS2104983	SRP103204	GSM2565182	Belinostat	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690810	GEO	sra	SRX2713771	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	48	25	ILLUMINA	2017-04-13	SRR5422267	SRS2104981	SRP103204	GSM2565183	Sorafenib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690809	GEO	sra	SRX2713772	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	42	22	ILLUMINA	2017-04-13	SRR5422268	SRS2104982	SRP103204	GSM2565184	Melphalan	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690808	GEO	sra	SRX2713773	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	69	36	ILLUMINA	2017-04-13	SRR5422269	SRS2104984	SRP103204	GSM2565185	Lenalidomide	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690807	GEO	sra	SRX2713774	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	45	24	ILLUMINA	2017-04-13	SRR5422270	SRS2104985	SRP103204	GSM2565186	Cabozantinib - XL 184	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690806	GEO	sra	SRX2713775	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	72	37	ILLUMINA	2017-04-13	SRR5422271	SRS2104986	SRP103204	GSM2565187	Fulvestrant	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690805	GEO	sra	SRX2713776	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	74	38	ILLUMINA	2017-04-13	SRR5422272	SRS2104987	SRP103204	GSM2565188	Panobinostat (LBH589)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690804	GEO	sra	SRX2713777	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	94	49	ILLUMINA	2017-04-13	SRR5422273	SRS2104988	SRP103204	GSM2565189	Arsenic trioxide	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690803	GEO	sra	SRX2713778	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	27	ILLUMINA	2017-04-13	SRR5422274	SRS2104989	SRP103204	GSM2565190	Paclitaxel	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690802	GEO	sra	SRX2713779	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	35	ILLUMINA	2017-04-13	SRR5422275	SRS2104990	SRP103204	GSM2565191	Mercaptopurine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690801	GEO	sra	SRX2713780	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	55	29	ILLUMINA	2017-04-13	SRR5422276	SRS2104991	SRP103204	GSM2565192	Lenvatinib (E7080)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690800	GEO	sra	SRX2713781	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	84	43	ILLUMINA	2017-04-13	SRR5422277	SRS2104992	SRP103204	GSM2565193	Pomalidomide	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690799	GEO	sra	SRX2713782	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	27	ILLUMINA	2017-04-13	SRR5422278	SRS2104993	SRP103204	GSM2565194	Etoposide	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690798	GEO	sra	SRX2713783	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	43	22	ILLUMINA	2017-04-13	SRR5422279	SRS2104994	SRP103204	GSM2565195	Docetaxel	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690797	GEO	sra	SRX2713784	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	43	22	ILLUMINA	2017-04-13	SRR5422280	SRS2104995	SRP103204	GSM2565196	Amsacrine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690796	GEO	sra	SRX2713785	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	53	28	ILLUMINA	2017-04-13	SRR5422281	SRS2104996	SRP103204	GSM2565197	Regorafenib (BAY 73-4506)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690795	GEO	sra	SRX2713786	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	55	29	ILLUMINA	2017-04-13	SRR5422282	SRS2104997	SRP103204	GSM2565198	Pentostatin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690794	GEO	sra	SRX2713787	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	48	25	ILLUMINA	2017-04-13	SRR5422283	SRS2104999	SRP103204	GSM2565199	Mitoxanthrone dihydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690793	GEO	sra	SRX2713788	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	44	ILLUMINA	2017-04-13	SRR5422284	SRS2104998	SRP103204	GSM2565200	Carfilzomib (PR-171)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690792	GEO	sra	SRX2713789	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	64	33	ILLUMINA	2017-04-13	SRR5422285	SRS2105000	SRP103204	GSM2565201	Epirubicin Hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690791	GEO	sra	SRX2713790	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	83	44	ILLUMINA	2017-04-13	SRR5422286	SRS2105001	SRP103204	GSM2565202	Afatinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690790	GEO	sra	SRX2713791	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	33	17	ILLUMINA	2017-04-13	SRR5422287	SRS2105002	SRP103204	GSM2565203	Doxorubicin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690789	GEO	sra	SRX2713792	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	94	49	ILLUMINA	2017-04-13	SRR5422288	SRS2105003	SRP103204	GSM2565204	Ceritinib (LDK378)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690788	GEO	sra	SRX2713793	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	63	33	ILLUMINA	2017-04-13	SRR5422289	SRS2105004	SRP103204	GSM2565205	Decitabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690787	GEO	sra	SRX2713794	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	79	41	ILLUMINA	2017-04-13	SRR5422290	SRS2105005	SRP103204	GSM2565206	Bexarotene	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690786	GEO	sra	SRX2713795	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	74	40	ILLUMINA	2017-04-13	SRR5422291	SRS2105006	SRP103204	GSM2565207	Tretinoin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690785	GEO	sra	SRX2713796	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	65	34	ILLUMINA	2017-04-13	SRR5422292	SRS2105007	SRP103204	GSM2565208	Erlotinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690784	GEO	sra	SRX2713797	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	77	40	ILLUMINA	2017-04-13	SRR5422293	SRS2105008	SRP103204	GSM2565209	Letrozole	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690783	GEO	sra	SRX2713798	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	80	43	ILLUMINA	2017-04-13	SRR5422294	SRS2105009	SRP103204	GSM2565210	Alectinib (CH5424802)x	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690782	GEO	sra	SRX2713799	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	42	21	ILLUMINA	2017-04-13	SRR5422295	SRS2105011	SRP103204	GSM2565211	Raloxifene	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690781	GEO	sra	SRX2713800	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	107	55	ILLUMINA	2017-04-13	SRR5422296	SRS2105010	SRP103204	GSM2565212	Sunitinib Malate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690780	GEO	sra	SRX2713801	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	91	48	ILLUMINA	2017-04-13	SRR5422297	SRS2105012	SRP103204	GSM2565213	Ponatinib (AP24534)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690779	GEO	sra	SRX2713802	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	61	32	ILLUMINA	2017-04-13	SRR5422298	SRS2105013	SRP103204	GSM2565214	Crizotinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690778	GEO	sra	SRX2713803	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	59	31	ILLUMINA	2017-04-13	SRR5422299	SRS2105015	SRP103204	GSM2565215	DMSO	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690777	GEO	sra	SRX2713804	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	56	30	ILLUMINA	2017-04-13	SRR5422300	SRS2105014	SRP103204	GSM2565216	DMSO	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690776	GEO	sra	SRX2713805	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	62	32	ILLUMINA	2017-04-13	SRR5422301	SRS2105016	SRP103204	GSM2565217	Temsirolimus	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690775	GEO	sra	SRX2713806	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	57	31	ILLUMINA	2017-04-13	SRR5422302	SRS2105017	SRP103204	GSM2565218	Exemestane	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691187	GEO	sra	SRX2713807	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	41	21	ILLUMINA	2017-04-13	SRR5422303	SRS2105018	SRP103204	GSM2565219	Olaparib (AZD2281)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691186	GEO	sra	SRX2713808	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	91	47	ILLUMINA	2017-04-13	SRR5422304	SRS2105019	SRP103204	GSM2565220	Vorinostat	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691185	GEO	sra	SRX2713809	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	44	23	ILLUMINA	2017-04-13	SRR5422305	SRS2105020	SRP103204	GSM2565221	Irinotecan	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691184	GEO	sra	SRX2713810	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	44	24	ILLUMINA	2017-04-13	SRR5422306	SRS2105021	SRP103204	GSM2565222	Hydroxyurea	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691183	GEO	sra	SRX2713811	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	67	36	ILLUMINA	2017-04-13	SRR5422307	SRS2105022	SRP103204	GSM2565223	Ibrutinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691182	GEO	sra	SRX2713812	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	51	26	ILLUMINA	2017-04-13	SRR5422308	SRS2105024	SRP103204	GSM2565224	Dasatinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690919	GEO	sra	SRX2713813	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	88	46	ILLUMINA	2017-04-13	SRR5422309	SRS2105023	SRP103204	GSM2565225	Bleomycin sulfate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690918	GEO	sra	SRX2713814	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	71	37	ILLUMINA	2017-04-13	SRR5422310	SRS2105025	SRP103204	GSM2565226	Gefitinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690917	GEO	sra	SRX2713815	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	84	44	ILLUMINA	2017-04-13	SRR5422311	SRS2105026	SRP103204	GSM2565227	UNTREATED	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690916	GEO	sra	SRX2713816	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	47	ILLUMINA	2017-04-13	SRR5422312	SRS2105027	SRP103204	GSM2565228	UNTREATED	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690915	GEO	sra	SRX2713817	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	51	27	ILLUMINA	2017-04-13	SRR5422313	SRS2105028	SRP103204	GSM2565229	Cabazitaxel (Jevtana)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690914	GEO	sra	SRX2713818	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	63	34	ILLUMINA	2017-04-13	SRR5422314	SRS2105029	SRP103204	GSM2565230	Mitomycin C	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690913	GEO	sra	SRX2713819	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	69	36	ILLUMINA	2017-04-13	SRR5422315	SRS2105030	SRP103204	GSM2565231	Vandetanib (ZD6474)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690910	GEO	sra	SRX2713820	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	33	18	ILLUMINA	2017-04-13	SRR5422316	SRS2105031	SRP103204	GSM2565232	Carmustine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690909	GEO	sra	SRX2713821	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	58	30	ILLUMINA	2017-04-13	SRR5422317	SRS2105032	SRP103204	GSM2565233	Dabrafenib (GSK2118436)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690908	GEO	sra	SRX2713822	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	67	35	ILLUMINA	2017-04-13	SRR5422318	SRS2105033	SRP103204	GSM2565234	Lapatinib Ditosylate (Tykerb)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690912	GEO	sra	SRX2713823	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	70	37	ILLUMINA	2017-04-13	SRR5422319	SRS2105034	SRP103204	GSM2565235	Topotecan hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690911	GEO	sra	SRX2713824	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	56	29	ILLUMINA	2017-04-13	SRR5422320	SRS2105035	SRP103204	GSM2565236	Dactinomycin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690907	GEO	sra	SRX2713825	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	53	29	ILLUMINA	2017-04-13	SRR5422321	SRS2105036	SRP103204	GSM2565237	Tofacitinib citrate (CP-690550 citrate)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690906	GEO	sra	SRX2713826	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	62	32	ILLUMINA	2017-04-13	SRR5422322	SRS2105037	SRP103204	GSM2565238	Clofarabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690905	GEO	sra	SRX2713827	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	54	28	ILLUMINA	2017-04-13	SRR5422323	SRS2105039	SRP103204	GSM2565239	Vinblastine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690904	GEO	sra	SRX2713828	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	75	38	ILLUMINA	2017-04-13	SRR5422324	SRS2105038	SRP103204	GSM2565240	Teniposide	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690903	GEO	sra	SRX2713829	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	58	31	ILLUMINA	2017-04-13	SRR5422325	SRS2105040	SRP103204	GSM2565241	Leuprolide (Leuprorelin; Lupron)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690902	GEO	sra	SRX2713830	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	83	43	ILLUMINA	2017-04-13	SRR5422326	SRS2105041	SRP103204	GSM2565242	Tamoxifen	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690901	GEO	sra	SRX2713831	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	56	29	ILLUMINA	2017-04-13	SRR5422327	SRS2105042	SRP103204	GSM2565243	Mechlorethamine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690900	GEO	sra	SRX2713832	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	71	36	ILLUMINA	2017-04-13	SRR5422328	SRS2105043	SRP103204	GSM2565244	Oxaliplatin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690899	GEO	sra	SRX2713833	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	45	23	ILLUMINA	2017-04-13	SRR5422329	SRS2105044	SRP103204	GSM2565245	Vemurafenib (PLX4032)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690898	GEO	sra	SRX2713834	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	72	38	ILLUMINA	2017-04-13	SRR5422330	SRS2105045	SRP103204	GSM2565246	Vismodegib (GDC-0449)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690897	GEO	sra	SRX2713835	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	40	21	ILLUMINA	2017-04-13	SRR5422331	SRS2105046	SRP103204	GSM2565247	Mithramycin A	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690896	GEO	sra	SRX2713836	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	89	47	ILLUMINA	2017-04-13	SRR5422332	SRS2105047	SRP103204	GSM2565248	Busulfan	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690895	GEO	sra	SRX2713837	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	53	27	ILLUMINA	2017-04-13	SRR5422333	SRS2105048	SRP103204	GSM2565249	Axitinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690894	GEO	sra	SRX2713838	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	44	ILLUMINA	2017-04-13	SRR5422334	SRS2105049	SRP103204	GSM2565250	Cladribine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690893	GEO	sra	SRX2713839	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	40	20	ILLUMINA	2017-04-13	SRR5422335	SRS2105050	SRP103204	GSM2565251	Romidepsin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690892	GEO	sra	SRX2713840	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	76	39	ILLUMINA	2017-04-13	SRR5422336	SRS2105051	SRP103204	GSM2565252	Palbociclib (PD-0332991) HCl	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690891	GEO	sra	SRX2713841	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	85	45	ILLUMINA	2017-04-13	SRR5422337	SRS2105052	SRP103204	GSM2565253	Omacetaxine / Homoharringtonine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
