Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	source_name	tissue	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		150	PRJNA314605	SAMN06621765		sra	SRX2710865	0	NextSeq 500	PAIRED	cDNA	DFAM-68555-V1	2017-04-05	5365	1800	ILLUMINA	2017-04-05	SRR5419331	SRS2102609	SRP103099	DFAM-68555-V1			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621768		sra	SRX2710866	0	NextSeq 500	PAIRED	cDNA	DFAM-61786-V1	2017-04-05	7178	2397	ILLUMINA	2017-04-05	SRR5419332	SRS2102610	SRP103099	DFAM-61786-V1			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621767		sra	SRX2710868	0	NextSeq 500	PAIRED	cDNA	DFAM-58159-V2	2017-04-05	5490	1842	ILLUMINA	2017-04-05	SRR5419334	SRS2102611	SRP103099	DFAM-58159-V2			blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621781		sra	SRX2710867	0	NextSeq 500	PAIRED	cDNA	DFAM-61345-V1	2017-04-05	7959	2921	ILLUMINA	2017-04-05	SRR5419333	SRS2102612	SRP103099	DFAM-61345-V1			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621789		sra	SRX2710869	0	NextSeq 500	PAIRED	cDNA	DFAM-55517-V1	2017-04-05	7267	2592	ILLUMINA	2017-04-05	SRR5419335	SRS2102613	SRP103099	DFAM-55517-V1			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621775		sra	SRX2710870	0	NextSeq 500	PAIRED	cDNA	DFAM-43645-V3	2017-04-05	7014	2594	ILLUMINA	2017-04-05	SRR5419336	SRS2102614	SRP103099	DFAM-43645-V3			missing	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621770		sra	SRX2710871	0	NextSeq 500	PAIRED	cDNA	DFAM-33766-V1	2017-04-05	10360	3891	ILLUMINA	2017-04-05	SRR5419337	SRS2102615	SRP103099	DFAM-33766-V1			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621769		sra	SRX2710872	0	NextSeq 500	PAIRED	cDNA	DFAM-32000-V1	2017-04-05	11115	4133	ILLUMINA	2017-04-05	SRR5419338	SRS2102616	SRP103099	DFAM-32000-V1			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621780		sra	SRX2710874	0	NextSeq 500	PAIRED	cDNA	DFAM-16835-V1	2017-04-05	7001	2599	ILLUMINA	2017-04-05	SRR5419340	SRS2102618	SRP103099	DFAM-16835-V1			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621774		sra	SRX2710875	0	NextSeq 500	PAIRED	cDNA	DFAM-15354-V2	2017-04-05	6703	2237	ILLUMINA	2017-04-05	SRR5419341	SRS2102619	SRP103099	DFAM-15354-V2			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621766		sra	SRX2710876	0	NextSeq 500	PAIRED	cDNA	DFAM-10557-V2	2017-04-05	1394	470	ILLUMINA	2017-04-05	SRR5419342	SRS2102620	SRP103099	DFAM-10557-V2			missing	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621785		sra	SRX2710877	0	NextSeq 500	PAIRED	cDNA	DFAM-10360-V0	2017-04-05	6471	2372	ILLUMINA	2017-04-05	SRR5419343	SRS2102621	SRP103099	DFAM-10360-V0			leukapheresis	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621787		sra	SRX2710899	0	NextSeq 500	PAIRED	cDNA	CBAM-88523-V1	2017-04-05	5726	2086	ILLUMINA	2017-04-05	SRR5419365	SRS2102643	SRP103099	CBAM-88523-V1			blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621772		sra	SRX2710900	0	NextSeq 500	PAIRED	cDNA	CBAM-87679-V1	2017-04-05	9243	3420	ILLUMINA	2017-04-05	SRR5419366	SRS2102644	SRP103099	CBAM-87679-V1			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		150	PRJNA314605	SAMN06621786		sra	SRX2710901	0	NextSeq 500	PAIRED	cDNA	CBAM-68552-V1	2017-04-05	5789	2119	ILLUMINA	2017-04-05	SRR5419367	SRS2102645	SRP103099	CBAM-68552-V1			bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		51	PRJNA381786	SAMN06689271	GEO	sra	SRX2711438	0	Illumina HiSeq 1000	SINGLE	cDNA		2017-04-05	1771	1194	ILLUMINA	2018-01-02	SRR5419908	SRS2103173	SRP103115	GSM2564732		NB4-shNS_RNA-Seq		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		51	PRJNA381786	SAMN06689270	GEO	sra	SRX2711439	0	Illumina HiSeq 1000	SINGLE	cDNA		2017-04-05	2204	1478	ILLUMINA	2018-01-02	SRR5419909	SRS2103174	SRP103115	GSM2564733		NB4-shM14-#2_RNA-Seq		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		51	PRJNA381786	SAMN06689269	GEO	sra	SRX2711440	0	Illumina HiSeq 1000	SINGLE	cDNA		2017-04-05	2246	1492	ILLUMINA	2018-01-02	SRR5419910	SRS2103175	SRP103115	GSM2564734		NB4-shNS_RNA-Seq		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		51	PRJNA381786	SAMN06689268	GEO	sra	SRX2711441	0	Illumina HiSeq 1000	SINGLE	cDNA		2017-04-05	2015	1341	ILLUMINA	2018-01-02	SRR5419911	SRS2103176	SRP103115	GSM2564735		NB4-shM14-#2_RNA-Seq		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		51	PRJNA381786	SAMN06689267	GEO	sra	SRX2711442	0	Illumina HiSeq 1000	SINGLE	cDNA		2017-04-05	1793	1186	ILLUMINA	2018-01-02	SRR5419912	SRS2103177	SRP103115	GSM2564736		MM6-shNS_RNA-Seq		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		51	PRJNA381786	SAMN06689266	GEO	sra	SRX2711443	0	Illumina HiSeq 1000	SINGLE	cDNA		2017-04-05	2177	1439	ILLUMINA	2018-01-02	SRR5419913	SRS2103178	SRP103115	GSM2564737		MM6-shM14-#2_RNA-Seq		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		51	PRJNA381786	SAMN06689265	GEO	sra	SRX2711444	0	Illumina HiSeq 1000	SINGLE	cDNA		2017-04-05	1906	1264	ILLUMINA	2018-01-02	SRR5419914	SRS2103179	SRP103115	GSM2564738		MM6-shNS_RNA-Seq		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		51	PRJNA381786	SAMN06689264	GEO	sra	SRX2711445	0	Illumina HiSeq 1000	SINGLE	cDNA		2017-04-05	1723	1145	ILLUMINA	2018-01-02	SRR5419915	SRS2103180	SRP103115	GSM2564739		MM6-shM14-#2_RNA-Seq		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690553		sra	SRX2713290	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim198	2017-04-06	2378	1196	ILLUMINA	2017-08-16	SRR5421786	SRS2104639	SRP103200	SA71	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690552		sra	SRX2713291	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim197	2017-04-06	2366	1203	ILLUMINA	2017-08-16	SRR5421787	SRS2104640	SRP103200	SA70	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690551		sra	SRX2713292	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim196	2017-04-06	2613	1895	ILLUMINA	2017-08-16	SRR5421788	SRS2104641	SRP103200	SA69	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690550		sra	SRX2713293	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim195	2017-04-06	1810	1326	ILLUMINA	2017-08-16	SRR5421789	SRS2104642	SRP103200	SA68	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690549		sra	SRX2713294	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim194	2017-04-06	2269	1519	ILLUMINA	2017-08-16	SRR5421790	SRS2104643	SRP103200	SA67	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690548		sra	SRX2713295	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim193	2017-04-06	2503	1731	ILLUMINA	2017-08-16	SRR5421791	SRS2104644	SRP103200	SA66	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690546		sra	SRX2713297	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim191	2017-04-06	2814	2040	ILLUMINA	2017-08-16	SRR5421793	SRS2104645	SRP103200	SA64	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690545		sra	SRX2713298	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim190	2017-04-06	2723	1377	ILLUMINA	2017-08-16	SRR5421794	SRS2104646	SRP103200	SA63	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690547		sra	SRX2713296	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim192	2017-04-06	2291	1099	ILLUMINA	2017-08-16	SRR5421792	SRS2104647	SRP103200	SA65	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690543		sra	SRX2713300	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim188	2017-04-06	2770	2017	ILLUMINA	2017-08-16	SRR5421796	SRS2104648	SRP103200	SA61	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690542		sra	SRX2713301	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim187	2017-04-06	2864	2060	ILLUMINA	2017-08-16	SRR5421797	SRS2104649	SRP103200	SA60	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690544		sra	SRX2713299	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim189	2017-04-06	3448	2510	ILLUMINA	2017-08-16	SRR5421795	SRS2104650	SRP103200	SA62	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690541		sra	SRX2713302	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim186	2017-04-06	2113	1384	ILLUMINA	2017-08-16	SRR5421798	SRS2104651	SRP103200	SA59	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690540		sra	SRX2713303	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim185	2017-04-06	1732	1196	ILLUMINA	2017-08-16	SRR5421799	SRS2104652	SRP103200	SA58	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690539		sra	SRX2713304	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim184	2017-04-06	2864	1758	ILLUMINA	2017-08-16	SRR5421800	SRS2104653	SRP103200	SA57	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690538		sra	SRX2713305	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim183	2017-04-06	2724	1793	ILLUMINA	2017-08-16	SRR5421801	SRS2104654	SRP103200	SA56	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690537		sra	SRX2713306	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim182	2017-04-06	1926	1246	ILLUMINA	2017-08-16	SRR5421802	SRS2104655	SRP103200	SA55	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690533		sra	SRX2713308	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim180	2017-04-06	2126	1473	ILLUMINA	2017-08-16	SRR5421804	SRS2104656	SRP103200	SA51	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690536		sra	SRX2713307	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim181	2017-04-06	2894	1945	ILLUMINA	2017-08-16	SRR5421803	SRS2104657	SRP103200	SA54	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690532		sra	SRX2713309	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim179	2017-04-06	1964	1297	ILLUMINA	2017-08-16	SRR5421805	SRS2104658	SRP103200	SA50	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690531		sra	SRX2713310	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim178	2017-04-06	2042	1351	ILLUMINA	2017-08-16	SRR5421806	SRS2104659	SRP103200	SA49	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690530		sra	SRX2713311	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim177	2017-04-06	2604	1889	ILLUMINA	2017-08-16	SRR5421807	SRS2104660	SRP103200	SA48	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690529		sra	SRX2713312	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim176	2017-04-06	2409	1208	ILLUMINA	2017-08-16	SRR5421808	SRS2104661	SRP103200	SA47	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690528		sra	SRX2713313	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim175	2017-04-06	2808	1785	ILLUMINA	2017-08-16	SRR5421809	SRS2104662	SRP103200	SA46	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690527		sra	SRX2713314	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim174	2017-04-06	4798	3300	ILLUMINA	2017-08-16	SRR5421810	SRS2104663	SRP103200	SA45	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690526		sra	SRX2713315	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim173	2017-04-06	1934	1197	ILLUMINA	2017-08-16	SRR5421811	SRS2104664	SRP103200	SA44	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690525		sra	SRX2713316	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim172	2017-04-06	3093	2084	ILLUMINA	2017-08-16	SRR5421812	SRS2104665	SRP103200	SA43	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690522		sra	SRX2713318	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim170	2017-04-06	2992	1919	ILLUMINA	2017-08-16	SRR5421814	SRS2104666	SRP103200	SA40	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690524		sra	SRX2713317	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim171	2017-04-06	1889	1217	ILLUMINA	2017-08-16	SRR5421813	SRS2104667	SRP103200	SA42	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690521		sra	SRX2713319	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim169	2017-04-06	2518	1282	ILLUMINA	2017-08-16	SRR5421815	SRS2104668	SRP103200	SA39	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690519		sra	SRX2713321	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim167	2017-04-06	2619	1309	ILLUMINA	2017-08-16	SRR5421817	SRS2104669	SRP103200	SA37	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690520		sra	SRX2713320	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim168	2017-04-06	2690	1362	ILLUMINA	2017-08-16	SRR5421816	SRS2104670	SRP103200	SA38	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690518		sra	SRX2713322	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim166	2017-04-06	2666	1939	ILLUMINA	2017-08-16	SRR5421818	SRS2104671	SRP103200	SA36	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690517		sra	SRX2713323	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim165	2017-04-06	2752	1974	ILLUMINA	2017-08-16	SRR5421819	SRS2104672	SRP103200	SA35	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690516		sra	SRX2713324	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim164	2017-04-06	1820	1261	ILLUMINA	2017-08-16	SRR5421820	SRS2104673	SRP103200	SA34	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690515		sra	SRX2713325	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim163	2017-04-06	2126	1463	ILLUMINA	2017-08-16	SRR5421821	SRS2104674	SRP103200	SA33	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690512		sra	SRX2713327	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim161	2017-04-06	2046	981	ILLUMINA	2017-08-16	SRR5421823	SRS2104675	SRP103200	SA30	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690513		sra	SRX2713326	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim162	2017-04-06	2006	961	ILLUMINA	2017-08-16	SRR5421822	SRS2104676	SRP103200	SA31	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690511		sra	SRX2713328	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim160	2017-04-06	1584	1036	ILLUMINA	2017-08-16	SRR5421824	SRS2104677	SRP103200	SA29	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690510		sra	SRX2713329	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim159	2017-04-06	3126	2270	ILLUMINA	2017-08-16	SRR5421825	SRS2104678	SRP103200	SA28	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690509		sra	SRX2713330	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim158	2017-04-06	2685	1942	ILLUMINA	2017-08-16	SRR5421826	SRS2104679	SRP103200	SA27	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690507		sra	SRX2713331	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim157	2017-04-06	2045	1304	ILLUMINA	2017-08-16	SRR5421827	SRS2104680	SRP103200	SA25	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690506		sra	SRX2713332	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim156	2017-04-06	1508	951	ILLUMINA	2017-08-16	SRR5421828	SRS2104681	SRP103200	SA24	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690505		sra	SRX2713333	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim155	2017-04-06	1002	633	ILLUMINA	2017-08-16	SRR5421829	SRS2104682	SRP103200	SA23	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690504		sra	SRX2713334	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim154	2017-04-06	1795	1160	ILLUMINA	2017-08-16	SRR5421830	SRS2104683	SRP103200	SA22	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690503		sra	SRX2713335	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim153	2017-04-06	2109	1452	ILLUMINA	2017-08-16	SRR5421831	SRS2104684	SRP103200	SA21	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690502		sra	SRX2713336	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim152	2017-04-06	2118	1463	ILLUMINA	2017-08-16	SRR5421832	SRS2104685	SRP103200	SA20	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690501		sra	SRX2713337	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim151	2017-04-06	2617	1306	ILLUMINA	2017-08-16	SRR5421833	SRS2104686	SRP103200	SA19	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690499		sra	SRX2713338	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim150	2017-04-06	2375	1722	ILLUMINA	2017-08-16	SRR5421834	SRS2104687	SRP103200	SA17	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690498		sra	SRX2713339	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim149	2017-04-06	4539	3316	ILLUMINA	2017-08-16	SRR5421835	SRS2104688	SRP103200	SA16	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690497		sra	SRX2713340	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim148	2017-04-06	2493	1671	ILLUMINA	2017-08-16	SRR5421836	SRS2104689	SRP103200	SA15	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690496		sra	SRX2713341	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim147	2017-04-06	2261	1550	ILLUMINA	2017-08-16	SRR5421837	SRS2104690	SRP103200	SA14	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690495		sra	SRX2713342	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim146	2017-04-06	3264	2362	ILLUMINA	2017-08-16	SRR5421838	SRS2104691	SRP103200	SA13	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690494		sra	SRX2713343	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim145	2017-04-06	3000	2165	ILLUMINA	2017-08-16	SRR5421839	SRS2104692	SRP103200	SA12	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690493		sra	SRX2713344	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim144	2017-04-06	2098	1049	ILLUMINA	2017-08-16	SRR5421840	SRS2104693	SRP103200	SA11	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		40	PRJNA381888	SAMN06690492		sra	SRX2713345	0	Illumina HiSeq 2000	SINGLE	cDNA	Prim143	2017-04-06	2213	1596	ILLUMINA	2017-08-16	SRR5421841	SRS2104694	SRP103200	SA10	AML		Blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA386992	SAMN07139347		sra	SRX2866730	0	Illumina HiSeq 2000	PAIRED	cDNA	6-08PB2422_RNAseq	2017-05-29	16738	10331	ILLUMINA	2018-01-10	SRR5626193	SRS2237138	SRP108209	6-08PB2422			Peripheral blood or bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA386992	SAMN07139346		sra	SRX2866731	0	Illumina HiSeq 2000	PAIRED	cDNA	4-09KM0664_RNAseq	2017-05-29	10974	6802	ILLUMINA	2018-01-10	SRR5626192	SRS2237139	SRP108209	4-09KM0664			Peripheral blood or bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA386992	SAMN07139331		sra	SRX2866732	0	Illumina HiSeq 2000	PAIRED	cDNA	MLL_11932_RNAseq	2017-05-29	16284	10188	ILLUMINA	2018-01-10	SRR5626191	SRS2237140	SRP108209	MLL_11932			Peripheral blood or bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA386992	SAMN07139332		sra	SRX2866733	0	Illumina HiSeq 2000	PAIRED	cDNA	MLL_11933_RNAseq	2017-05-29	17923	11319	ILLUMINA	2018-01-10	SRR5626190	SRS2237141	SRP108209	MLL_11933			Peripheral blood or bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA386992	SAMN07139329		sra	SRX2866734	0	Illumina HiSeq 2000	PAIRED	cDNA	MLL_12445_RNAseq	2017-05-29	17010	10588	ILLUMINA	2018-01-10	SRR5626189	SRS2237142	SRP108209	MLL_12445			Peripheral blood or bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA386992	SAMN07139330		sra	SRX2866735	0	Illumina HiSeq 2000	PAIRED	cDNA	MLL_10619_RNAseq	2017-05-29	16213	9995	ILLUMINA	2018-01-10	SRR5626188	SRS2237143	SRP108209	MLL_10619			Peripheral blood or bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA386992	SAMN07139327		sra	SRX2866736	0	Illumina HiSeq 2000	PAIRED	cDNA	MLL_11930_RNAseq	2017-05-29	15437	9243	ILLUMINA	2018-01-10	SRR5626187	SRS2237144	SRP108209	MLL_11930			Peripheral blood or bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		199	PRJNA386992	SAMN07139328		sra	SRX2866737	0	Illumina HiSeq 2000	PAIRED	cDNA	MLL_11931_RNAseq	2017-05-29	7177	3241	ILLUMINA	2018-01-10	SRR5626186	SRS2237145	SRP108209	MLL_11931			Peripheral blood or bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
